noteType,bar,half,4th,8th,16th,32nd,3rd,6th,12th,24th
4,,,3,,,,,,,
1,23,,0,,,,,,,
4,,,1,,,,,,,
4,,,3,,,,,,,
3,,,3,,1,,,,,
1,24,,0,,,,,,,
4,,,1,,,,,,,
4,,,3,,,,,,,
1,25,,0,,,,,,,
4,,,1,,,,,,,
4,,,3,,,,,,,
3,,,3,,1,,,,,
1,26,,0,,,,,,,
a,,,1,,,,,,,
a,,,3,,,,,,,
1,27,,0,,,,,,,
a,,,1,,,,,,,
a,,,3,,,,,,,
3,,,3,,1,,,,,
1,28,,0,,,,,,,
a,,,1,,,,,,,
a,,,3,,,,,,,
1,29,,0,,,,,,,
2,,,,,3,,,,,
8,,,,,4,,,,,
2,,,,,6,,,,,
3,,,,5,,,,,,
3,,,,,12,,,,,
3,,,,,13,,,,,
3,,,,,14,,,,,
3,,,,,15,,,,,
0,,,,,,,,,,
6,30,,,,,,,,,
3,31,,,,,,,,,
2,32,,,,,,,,,
1,33,,,,,,,,,
0,빌드,,,,,,,,,
1,34,,0,,,,,,,
a,,,1,,,,,,,
a,,,3,,,,,,,
1,35,,0,,,,,,,
a,,,1,,,,,,,
a,,,3,,,,,,,
4,,,3,1,,,,,,
1,36,,0,,,,,,,
a,,,1,,,,,,,
a,,,3,,,,,,,
1,37,,0,,,,,,,
8,,,1,,,,,,,
8,,,3,,,,,,,
1,38,,0,,,,,,,
1,,,1,,,,,,,
2,,,,4,,,,,,
2,,,,5,,,,,,
2,,,,6,,,,,,
2,,,,7,,,,,,
3,39,,,0,,,,,,
3,,,,1,,,,,,
3,,,,2,,,,,,
3,,,,3,,,,,,
0,여기부터 두박 밀림,,,,,,,,,
4,39,1,0,,0,,,,,
4,,1,,,,3,,,,
4,,1,,,,4,,,,
4,,1,1,,,,,,,
4,,1,1,,,3,,,,
4,,1,1,,,4,,,,
4,,1,1,,,7,,,,
4,,1,2,,,0,,,,
4,,1,3,,1,,,,,
4,,1,3,,3,,,,,
4,40,1,,0,,,,,,
4,,1,,1,,,,,,
4,,1,,2,,,,,,
4,,1,,3,,,,,,
4,,1,,4,,,,,,
e,,1,,6,,,,,,
0,하이라이트,,,,,,,,,
2,41,1,,,0,,,,,
3,,1,,,4,,,,,
3,,1,,,6,,,,,
2,,1,,,8,,,,,
3,,1,,,12,,,,,
3,,1,,,14,,,,,
2,42,1,,,0,,,,,
3,,1,,,4,,,,,
3,,1,,,6,,,,,
2,,1,,,8,,,,,
2,,1,,,11,,,,,
3,,1,,,12,,,,,
2,43,1,,,0,,,,,
2,,1,,,3,,,,,
3,,1,,,4,,,,,
2,,1,,,8,,,,,
2,,1,,,11,,,,,
3,,1,,,12,,,,,
2,44,1,,,0,,,,,
3,,1,,,4,,,,,
3,,1,,,6,,,,,
2,,1,,,8,,,,,
2,,1,,,11,,,,,
3,,1,,,12,,,,,
3,,1,,,14,,,,,
3,45,1,,,0,,,,,
3,,1,,,4,,,,,
3,,1,,,6,,,,,
3,,1,,,8,,,,,
3,,1,,,12,,,,,
3,,1,,,14,,,,,
3,46,1,,,0,,,,,
3,,1,,,4,,,,,
3,,1,,,6,,,,,
3,,1,,,8,,,,,
3,,1,,,12,,,,,
3,47,1,,,0,,,,,
4,,1,,,3,,,,,
3,,1,,,4,,,,,
3,,1,,,8,,,,,
4,,1,,,11,,,,,
3,,1,,,12,,,,,
3,48,1,,,0,,,,,
4,,1,,,3,,,,,
3,,1,,,4,,,,,
3,,1,,,6,,,,,
3,,1,,,8,,,,,
4,,1,,,11,,,,,
3,,1,,,12,,,,,
3,,1,,,14,,,,,
2,49,1,,,0,,,,,
2,,1,,,3,,,,,
3,,1,,,4,,,,,
2,,1,,,6,,,,,
2,,1,,,8,,,,,
2,,1,,,11,,,,,
3,,1,,,12,,,,,
2,,1,,,14,,,,,
2,50,1,,,0,,,,,
2,,1,,,3,,,,,
3,,1,,,4,,,,,
2,,1,,,6,,,,,
2,,1,,,8,,,,,
2,,1,,,11,,,,,
3,,1,,,12,,,,,
2,51,1,,,0,,,,,
2,,1,,,3,,,,,
3,,1,,,4,,,,,
2,,1,,,8,,,,,
2,,1,,,11,,,,,
3,,1,,,12,,,,,
2,52,1,,,0,,,,,
2,,1,,,3,,,,,
3,,1,,,4,,,,,
2,,1,,,6,,,,,
2,,1,,,8,,,,,
2,,1,,,11,,,,,
3,,1,,,12,,,,,
2,,1,,,14,,,,,
3,53,1,,,0,,,,,
3,,1,,,3,,,,,
2,,1,,,4,,,,,
2,,1,,,6,,,,,
3,,1,,,8,,,,,
3,,1,,,11,,,,,
2,,1,,,12,,,,,
2,,1,,,14,,,,,
3,54,1,,,0,,,,,
3,,1,,,3,,,,,
2,,1,,,4,,,,,
2,,1,,,6,,,,,
3,,1,,,8,,,,,
3,,1,,,11,,,,,
2,,1,,,12,,,,,
3,55,1,,,0,,,,,
3,,1,,,3,,,,,
2,,1,,,4,,,,,
3,,1,,,8,,,,,
3,,1,,,11,,,,,
2,,1,,,12,,,,,
3,56,1,,,0,,,,,
3,,1,,,3,,,,,
2,,1,,,4,,,,,
2,,1,,,6,,,,,
3,,1,,,8,,,,,
3,,1,,,11,,,,,
2,,1,,,12,,,,,
2,,1,,,14,,,,,
5,57,1,,,,,,,,
4,58,1,,0,,,,,,
4,,1,,1,,,,,,
4,,1,,2,,,,,,
4,,1,,3,,,,,,
3,,1,,4,,,,,,
3,,1,,5,,,,,,
3,,1,,6,,,,,,
3,,1,,7,,,,,,
2,59,1,,,,,,,,
e,,1,2,,,,,,,
