noteType,bar,half,4th,8th,16th,32nd,3rd,6th,12th,24th
3,,,3,,3,,,,,
0,1차,,,,,,,,,
a,18,,,,,,,,,
4,,,,1,,,,,,
8,,,,2,,,,,,
4,,,,3,,,,,,
a,,,,4,,,,,,
9,,,,6,,,,,,
6,19,,,,,,,,,
3,,,,1,,,,,,
3,,,,2,,,,,,
3,,,,3,,,,,,
a,,,,4,,,,,,
3,,,,5,,,,,,
3,,,,6,,,,,,
3,,,,7,,,,,,
4,20,,,,,,,,,
8,,,,1,,,,,,
8,,,,2,,,,,,
8,,,,3,,,,,,
a,,,,4,,,,,,
8,,,,6,,,,,,
8,,,,7,,,,,,
e,21,,,,,,,,,
2,,,,1,,,,,,
8,,,,2,,,,,,
2,,,,3,,,,,,
8,,,,4,,,,,,
3,,,,6,,,,,,
4,22,,,,,,,,,
6,,,1,,,,,,,
9,,,2,,,,,,,
4,,,3,,,,,,,
3,,,3,,1,,,,,
2,,,3,,2,,,,,
3,,,3,,3,,,,,
4,23,,,,,,,,,
3,,,,,1,,,,,
2,,,,,2,,,,,
3,,,,,3,,,,,
4,,,,,4,,,,,
2,,,2,1,,,,,,
3,,,3,,,,,,,
2,,,3,1,,,,,,
2,24,,,,,,,,,
a,,,,1,,,,,,
8,,,,2,,,,,,
2,,,,3,,,,,,
3,,,,4,,,,,,
5,,,,5,,,,,,
8,,,,6,,,,,,
3,,,,7,,,,,,
a,25,,,,,,,,,
a,,,1,,,,,,,
a,,,2,,,,,,,
2,26,,,,,,,,,
4,,,,1,,,,,,
a,,,,2,,,,,,
4,,,,3,,,,,,
a,,,,4,,,,,,
9,,,,6,,,,,,
6,27,,,,,,,,,
4,,,,1,,,,,,
4,,,,2,,,,,,
4,,,,3,,,,,,
4,,,,4,,,,,,
4,,,,5,,,,,,
9,,,,6,,,,,,
4,28,,,,,,,,,
8,,,,1,,,,,,
a,,,,2,,,,,,
8,,,,3,,,,,,
8,,,,4,,,,,,
8,,,,6,,,,,,
a,,,,7,,,,,,
8,29,,,,,,,,,
2,,,,1,,,,,,
8,,,,2,,,,,,
2,,,,3,,,,,,
3,,,,4,,,,,,
2,,,,4,1,,,,,
2,,,,4,2,,,,,
2,,,,4,3,,,,,
3,,,,4,4,,,,,
1,30,,,,0,,,,,
1,,,,,3,,,,,
a,,,,,4,,,,,
1,,,,,6,,,,,
a,,,,4,,,,,,
1,,,,5,,,,,,
3,,,,6,,,,,,
3,,,,6,1,,,,,
3,,,,7,,,,,,
3,,,,7,1,,,,,
a,31,,,,,,,,,
3,,,,,1,,,,,
3,,,,,2,,,,,
3,,,,,3,,,,,
3,,,,,4,,,,,
5,,,,,8,,,,,
1,,,,,9,,,,,
1,,,,,10,,,,,
1,,,,,11,,,,,
1,,,,,12,,,,,
1,,,,,13,,,,,
1,,,,,14,,,,,
1,,,,,15,,,,,
1,32,,,,,,,,,
5,,,,1,,,,,,
8,,,,2,,,,,,
2,,,,3,,,,,,
4,,,,4,,,,,,
a,,,,5,,,,,,
8,,,,6,,,,,,
3,,,,7,,,,,,
a,33,,,,,,,,,
6,,,1,,,,,,,
9,,,2,,,,,,,
a,,,3,,,,,,,
4,,,3,,2,,,,,
4,,,3,,3,,,,,
a,34,,,,,,,,,
1,,,2,1,,,,,,
1,,,3,,,,,,,
1,,,3,1,,,,,,
1,35,,1,,,,,,,
1,,,2,,,,,,,
1,,,3,,,,,,,
1,36,,,1,,,,,,
1,,,,2,,,,,,
1,,,,3,,,,,,
1,,,,4,,,,,,
1,,,,6,,,,,,
1,,,,7,,,,,,
1,37,,,,,,,,,
2,38,,1,,,,,,,
2,,,2,,,,,,,
2,,,2,1,,,,,,
2,,,3,,,,,,,
2,,,3,1,,,,,,
2,39,,,,,,,,,
2,,,1,,,,,,,
2,,,2,,,,,,,
2,,,3,,,,,,,
2,,,3,1,,,,,,
3,40,,,,,,,,,
3,,,,1,,,,,,
3,,,,2,,,,,,
3,,,,6,,,,,,
3,,,,6,1,,,,,
3,,,,7,,,,,,
4,41,,,,,,,,,
4,,,,1,,,,,,
4,,,,2,,,,,,
a,,,,6,,,,,,
4,,,,7,,,,,,
4,,,,7,1,,,,,
a,42,,,,,,,,,
0,,,,,1,,,,,
3,,,,,2,,,,,
0,,,,,3,,,,,
a,,,,,4,,,,,
0,,,,,5,,,,,
3,,,,,6,,,,,
0,,,,,7,,,,,
a,,,,,8,,,,,
0,,,,,9,,,,,
3,,,,,10,,,,,
0,,,,,11,,,,,
a,,,,,12,,,,,
0,,,,,13,,,,,
3,,,,,14,,,,,
0,,,,,15,,,,,
a,43,,,,,,,,,
0,,,,,1,,,,,
4,,,,,2,,,,,
0,,,,,3,,,,,
a,,,,,4,,,,,
0,,,,,5,,,,,
4,,,,,6,,,,,
0,,,,,7,,,,,
a,,,,,8,,,,,
0,,,,,9,,,,,
8,,,,,10,,,,,
0,,,,,11,,,,,
a,,,,,12,,,,,
0,,,,,13,,,,,
8,,,,,14,,,,,
0,,,,,15,,,,,
e,44,,,,,,,,,
0,,,,,1,,,,,
2,,,,,2,,,,,
0,,,,,3,,,,,
a,,,,,4,,,,,
0,,,,,5,,,,,
2,,,,,6,,,,,
0,,,,,7,,,,,
a,,,,,8,,,,,
0,,,,,9,,,,,
2,,,,,10,,,,,
0,,,,,11,,,,,
a,,,,,12,,,,,
0,,,,,13,,,,,
2,,,,,14,,,,,
0,,,,,15,,,,,
e,45,,,,,,,,,
0,,,,,1,,,,,
2,,,,,2,,,,,
0,,,,,3,,,,,
a,,,,,4,,,,,
0,,,,,5,,,,,
2,,,,,6,,,,,
0,,,,,7,,,,,
e,,,,,8,,,,,
0,,,,,9,,,,,
2,,,,,10,,,,,
0,,,,,11,,,,,
a,,,,,12,,,,,
0,,,,,13,,,,,
2,,,,,14,,,,,
0,,,,,15,,,,,
9,46,,,,,,,,,
0,,,,,1,,,,,
3,,,,,2,,,,,
0,,,,,3,,,,,
9,,,,,4,,,,,
0,,,,,5,,,,,
3,,,,,6,,,,,
0,,,,,7,,,,,
9,,,,,8,,,,,
0,,,,,9,,,,,
3,,,,,10,,,,,
0,,,,,11,,,,,
9,,,,,12,,,,,
0,,,,,13,,,,,
3,,,,,14,,,,,
0,,,,,15,,,,,
e,47,,,,,,,,,
0,,,,,1,,,,,
3,,,,,2,,,,,
0,,,,,3,,,,,
e,,,,,4,,,,,
0,,,,,5,,,,,
3,,,,,6,,,,,
0,,,,,7,,,,,
e,,,,,8,,,,,
0,,,,,9,,,,,
3,,,,,10,,,,,
0,,,,,11,,,,,
e,,,,,12,,,,,
0,,,,,13,,,,,
3,,,,,14,,,,,
0,,,,,15,,,,,
e,48,,,,,,,,,
0,,,,,1,,,,,
4,,,,,2,,,,,
0,,,,,3,,,,,
9,,,,,4,,,,,
0,,,,,5,,,,,
a,,,,,6,,,,,
0,,,,,7,,,,,
9,,,,,8,,,,,
0,,,,,9,,,,,
4,,,,,10,,,,,
0,,,,,11,,,,,
9,,,,,12,,,,,
0,,,,,13,,,,,
4,,,,,14,,,,,
0,,,,,15,,,,,
8,49,,,,,,,,,
0,,,,,1,,,,,
4,,,,,2,,,,,
0,,,,,3,,,,,
8,,,,,4,,,,,
0,,,,,5,,,,,
4,,,,,6,,,,,
0,,,,,7,,,,,
8,,,,,8,,,,,
0,,,,,9,,,,,
4,,,,,10,,,,,
0,,,,,11,,,,,
8,,,,,12,,,,,
0,,,,,13,,,,,
4,,,,,14,,,,,
0,,,,,15,,,,,
2,50,,,,,,,,0,
3,,,,,,,,,1,
3,,,,,,,,,2,
4,,,,,,,,,3,
3,,,,,,,,,4,
3,,,,,,,,,5,
4,,,,,,,,,6,
3,,,,,,,,,7,
3,,,,,,,,,8,
4,,,,,,,,,9,
3,,,,,,,,,10,
3,,,,,,,,,11,
2,51,,,,,,,,0,
4,,,,,,,,,1,
4,,,,,,,,,2,
2,,,,,,,,,3,
4,,,,,,,,,4,
4,,,,,,,,,5,
2,,,,,,,,,6,
4,,,,,,,,,7,
4,,,,,,,,,8,
4,,,,,,,,,11,
3,52,,,,,,,,0,
2,,,,,,,,,1,
2,,,,,,,,,2,
3,,,,,,,,,3,
2,,,,,,,,,4,
2,,,,,,,,,5,
3,,,,,,,,,6,
2,,,,,,,,,7,
2,,,,,,,,,8,
3,,,,,,,,,9,
2,,,,,,,,,11,
8,53,,,,,,,,,
4,,,,,,,,2,,
a,,,,,,,,3,,
4,54,,,,,,,,,
e,,,2,,,,,,,
4,55,,,,,,,,,
4,,,,,3,,,,,
4,,,,,6,,,,,
e,,,2,,,,,,,
4,,,,,15,,,,,
4,56,,,,,,,,,
e,,,2,,,,,,,
4,57,,,,,,,,,
4,,,,,3,,,,,
4,,,,,6,,,,,
e,,,2,,,,,,,
4,,,,,15,,,,,
4,58,,,,,,,,,
8,,,1,,,,,,,
8,,,2,,,,,,,
8,,,3,,,,,,,
2,,,3,,1,,,,,
2,,,3,,2,,,,,
2,,,3,,3,,,,,
8,59,,,,,,,,,
3,,,,,1,,,,,
3,,,,,2,,,,,
3,,,,,3,,,,,
8,,,,,4,,,,,
3,,,,,6,,,,,
3,,,,,8,,,,,
3,,,,,10,,,,,
4,,,,,12,,,,,
4,,,,,13,,,,,
4,,,,,14,,,,,
4,,,,,15,,,,,
4,60,,,,,,,,,
4,,,,1,,,,,,
4,,,,2,,,,,,
4,,,,3,,,,,,
4,,,,4,,,,,,
4,,,,5,,,,,,
4,,,,6,,,,,,
4,,,,7,,,,,,
4,61,,,,,,,,,
4,,,1,,,,,,,
4,,,2,,,,,,,
4,,,3,,,,,,,
4,,,3,,1,,,,,
4,,,3,,2,,,,,
4,,,3,,3,,,,,
a,62,,,,,,,,,
2,,,,,2,,,,,
4,,,,,3,,,,,
2,,,,,4,,,,,
2,,,,,5,,,,,
1,,,,,6,,,,,
3,,,,,7,,,,,
2,,,,,8,,,,,
4,,,,,9,,,,,
4,,,,,10,,,,,
8,,,,,12,,,,,
8,63,,,,,,,,,
2,,,,1,,,,,,
3,,,,2,,,,,,
4,,,,3,,,,,,
3,,,,4,,,,,,
2,,,,5,,,,,,
3,,,,6,,,,,,
2,64,,,,,,,,,
4,,,,1,,,,,,
4,,,,2,,,,,,
4,,,,3,,,,,,
2,,,,4,,,,,,
4,,,,6,,,,,,
4,,,,7,,,,,,
2,65,,,,,,,,,
3,,,,1,,,,,,
3,,,,2,,,,,,
3,,,,3,,,,,,
3,,,,4,,,,,,
3,,,,4,1,,,,,
3,,,,5,,,,,,
3,,,,5,1,,,,,
3,,,,6,,,,,,
5,66,,,,,,,,,
1,,,,,3,,,,,
3,,,,,4,,,,,
1,,,,,6,,,,,
7,,,,4,,,,,,
1,,,,5,,,,,,
7,,,,6,,,,,,
1,,,,7,,,,,,
7,67,,,,,,,,,
1,,,,1,,,,,,
7,,,,2,,,,,,
1,,,,3,,,,,,
7,,,,4,,,,,,
4,,,,4,1,,,,,
4,,,,5,,,,,,
4,,,,5,1,,,,,
7,,,,6,,,,,,
4,,,,6,1,,,,,
4,,,,7,,,,,,
4,,,,7,1,,,,,
e,68,,,,,,,,,
8,69,,,,,,,,,
3,,,,1,,,,,,
8,,,,2,,,,,,
2,,,,3,,,,,,
8,,,,4,,,,,,
3,,,,4,1,,,,,
8,,,,5,,,,,,
3,,,,5,1,,,,,
8,,,,6,,,,,,
3,,,,6,1,,,,,
8,,,,7,,,,,,
3,,,,7,1,,,,,
0,맨뒤,,,,,,,,,
4,70,,0,,,,,,,
2,,,0,1,,,,,,
a,,,1,,,,,,,
2,,,1,1,,,,,,
4,,,2,,,,,,,
3,,,2,1,,,,,,
9,,,3,,,,,,,
3,,,3,1,,,,,,
4,71,,,,,,,,,
2,,,,1,,,,,,
a,,,1,,,,,,,
2,,,1,1,,,,,,
3,,,2,,,,,,,
2,,,2,1,,,,,,
a,,,3,,,,,,,
2,,,3,1,,,,,,
3,72,,,0,,,,,,
2,,,,1,,,,,,
a,,,,2,,,,,,
3,,,,3,,,,,,
3,,,,4,,,,,,
1,,,,5,,,,,,
a,,,,6,,,,,,
3,,,,7,,,,,,
9,73,,,,,,,,,
2,,,,1,,,,,,
a,,,1,,,,,,,
2,,,1,1,,,,,,
4,,,2,,,,,,,
2,,,2,1,,,,,,
a,,,3,,,,,,,
4,,,3,,1,,,,,
3,,,3,,2,,,,,
4,,,3,,3,,,,,
2,74,,,,,,,,,
4,,,,1,,,,,,
9,,,1,,,,,,,
4,,,1,1,,,,,,
3,,,2,,,,,,,
3,,,2,1,,,,,,
9,,,3,,,,,,,
3,,,3,1,,,,,,
a,75,,,,,,,,,
2,,,,1,,,,,,
8,,,1,,,,,,,
2,,,1,1,,,,,,
4,,,2,,,,,,,
2,,,2,1,,,,,,
8,,,3,,,,,,,
3,,,3,1,,,,,,
e,76,,,,,,,,,
3,,,,1,,,,,,
3,,,,2,,,,,,
2,,,,3,,,,,,
1,,,,4,,,,,,
2,,,,5,,,,,,
a,,,3,,,,,,,
3,,,3,,1,,,,,
3,,,3,,2,,,,,
e,77,,,0,,,,,,
4,,,,1,,,,,,
4,,,,2,,,,,,
4,,,,3,,,,,,
4,,,,4,,,,,,
1,,,,5,,,,,,
2,,,,6,,,,,,
1,,,,7,,,,,,
2,,,,8,,,,,,
4,78,,0,,,,,,,
2,,,,1,,,,,,
a,,,1,,,,,,,
2,,,1,1,,,,,,
4,,,2,,,,,,,
3,,,2,1,,,,,,
9,,,3,,,,,,,
3,,,3,1,,,,,,
4,79,,,,,,,,,
1,,,,1,,,,,,
a,,,1,,,,,,,
1,,,1,1,,,,,,
2,,,2,,,,,,,
1,,,2,1,,,,,,
a,,,3,,,,,,,
1,,,3,1,,,,,,
3,80,,,0,,,,,,
2,,,,1,,,,,,
a,,,,2,,,,,,
3,,,,3,,,,,,
3,,,,4,,,,,,
1,,,,5,,,,,,
a,,,,6,,,,,,
3,,,,7,,,,,,
9,81,,,,,,,,,
2,,,,1,,,,,,
a,,,1,,,,,,,
2,,,1,1,,,,,,
8,,,2,,,,,,,
3,,,2,,1,,,,,
a,,,2,,2,,,,,
3,,,2,,3,,,,,
8,,,3,,,,,,,
3,,,3,,1,,,,,
a,,,3,,2,,,,,
3,,,3,,3,,,,,
2,82,,,,,,,,,
1,,,,1,,,,,,
9,,,1,,,,,,,
1,,,1,1,,,,,,
3,,,2,,,,,,,
3,,,2,1,,,,,,
9,,,3,,,,,,,
3,,,3,1,,,,,,
a,83,,,,,,,,,
2,,,,1,,,,,,
8,,,1,,,,,,,
2,,,1,1,,,,,,
4,,,2,,,,,,,
2,,,2,1,,,,,,
8,,,3,,,,,,,
3,,,3,1,,,,,,
e,84,,,,,,,,,
3,,,,1,,,,,,
3,,,,2,,,,,,
1,,,,3,,,,,,
2,,,,4,,,,,,
1,,,,5,,,,,,
a,,,3,,,,,,,
3,,,3,,1,,,,,
3,,,3,,2,,,,,
e,85,,,0,,,,,,
4,,,,1,,,,,,
4,,,,2,,,,,,
7,86,,,,,,,,,
