noteType,bar,half,4th,8th,16th,32nd,3rd,6th,12th,24th
2,,,,,,,,,,3
1,,,,,,,,,,5
8,,,,,,,,,,6
1,,,,,,,,,,8
2,,,,,,,,,,9
1,,,,,,,,,,11
2,,,,,,,,,,12
1,,,,,,,,,,14
2,,,,,,,,,,15
1,,,,,,,,,,17
8,,,,,,,,,,18
1,,,,,,,,,,21
2,,,,,,,,,,23
3,13,,,,,,,,,
2,,,,,,,,,,2
1,,,,,,,,,,3
2,,,,,,,,,,5
a,,,,,,,,,,6
2,,,,,,,,,,8
1,,,,,,,,,,9
2,,,,,,,,,,11
3,,,,,,,,,,12
2,,,,,,,,,,14
1,,,,,,,,,,15
2,,,,,,,,,,17
5,,,,,,,,,,18
e,,,,,,,,,,21
0,드리프트,,,,,,,,,
4,14,,,,,,,,,6
3,,,,,,,,,,7
3,,,,,,,,,,8
3,,,,,,,,,,9
3,,,,,,,,,,10
3,,,,,,,,,,11
4,,,,,,,,,,12
3,,,,,,,,,,13
3,,,,,,,,,,14
3,,,,,,,,,,15
3,,,,,,,,,,16
3,,,,,,,,,,17
4,,,,,,,,,,18
4,,,,,,,,,,20
4,,,,,,,,,,21
4,,,,,,,,,,23
3,15,,,,,,,,,
4,,,,,,1,,,,
4,,,,,,2,,,,
4,,,,,,3,,,,
3,,,,,,4,,,,
4,,,,,,5,,,,
4,,,,,,6,,,,
4,,,,,,7,,,,
3,,,,,,8,,,,
4,,,,,,8,,,,1
4,,,,,,8,,,,2
3,,,,,,8,,,,3
4,,,,,,8,,,,4
4,,,,,,8,,,,5
3,,,,,,8,,,,6
4,,,,,,8,,,,8
4,,,,,,8,,,,9
4,,,,,,8,,,,11
3,,,,,,8,,,,12
4,,,,,,8,,,,13
4,,,,,,8,,,,14
4,,,,,,8,,,,15
4,,,,,,8,,,,16
4,,,,,,8,,,,17
a,16,,,,,,,,,
2,,,,,,-1,,,,6
6,,,,,,,,,,6
4,,,,,,,,,,12
3,,,,,,,,,,13
3,,,,,,,,,,14
3,,,,,,,,,,15
4,,,,,,,,,,16
3,,,,,,,,,,17
3,,,,,,,,,,18
3,,,,,,,,,,19
4,,,,,,,,,,20
3,,,,,,,,,,21
3,,,,,,,,,,22
3,,,,,,,,,,23
4,17,,,,,,,,,
3,,,,,,1,,,,
2,,,,,,2,,,,
3,,,,,,3,,,,
4,,,,,,4,,,,
3,,,,,,5,,,,
2,,,,,,6,,,,
3,,,,,,7,,,,
4,,,1,,,,,,,
3,,,1,,,1,,,,
2,,,1,,,2,,,,
3,,,1,,,3,,,,
4,,,1,,,4,,,,
3,,,1,,,5,,,,
2,,,1,,,6,,,,
3,,,1,,,7,,,,
a,,,2,,,,,,,
8,,,2,,,,,,1,
a,,,2,,,,,,2,
8,,,3,,,,,,,
a,,,3,,,,,,1,
8,,,3,,,,,,2,
e,18,,,,,,,,,
1,,,,,,4,,,,
2,,,,,,5,,,,
3,,,,,,6,,,,
4,,,,,,7,,,,
1,,,1,,,4,,,,
2,,,1,,,5,,,,
3,,,1,,,6,,,,
4,,,1,,,7,,,,
1,,,2,,,4,,,,
2,,,2,,,5,,,,
3,,,2,,,6,,,,
4,,,2,,,7,,,,
1,,,3,,,4,,,,
2,,,3,,,5,,,,
3,,,3,,,6,,,,
4,,,3,,,7,,,,
0,2차,,,,,,,,,
4,19,,,,,,,,,
4,,,,,,,,,,1
3,,,,,,,,,,2
2,,,,,,,,,,3
3,,,,,,,,,,4
4,,,,,,,,,,5
a,,,,,,,,,,6
4,,,,,,,,,,7
3,,,,,,,,,,8
2,,,,,,,,,,9
3,,,,,,,,,,10
4,,,,,,,,,,11
4,,,,,,,,,,12
4,,,,,,,,,,13
3,,,,,,,,,,14
2,,,,,,,,,,15
3,,,,,,,,,,16
4,,,,,,,,,,17
a,,,,,,,,,,18
4,,,,,,,,,,19
3,,,,,,,,,,20
2,,,,,,,,,,21
3,,,,,,,,,,22
4,,,,,,,,,,23
4,20,,,,,,,,,
4,,,,,,,,,,3
4,,,,,,1,,,,3
4,,,,,,2,,,,3
4,,,,,,3,,,,3
a,,,,,,,,,,6
3,,,,,,,,,,7
3,,,,,,,,,,8
3,,,,,,,,,,9
3,,,,,,,,,,10
3,,,,,,,,,,11
4,,,,,,,,,,12
3,,,,,,,,,,13
3,,,,,,,,,,14
3,,,,,,,,,,15
3,,,,,,,,,,16
3,,,,,,,,,,17
a,,,,,,,,,,18
3,,,,,,,,,,21
3,,,,,,,,,,22
3,,,,,,,,,,23
2,21,,,,,,,,,
3,,,,,,,,,,1
3,,,,,,,,,,2
3,,,,,,,,,,3
4,,,,,,,,,,4
4,,,,,,,,,,5
8,,,,,,,,,,6
4,,,,,,,,,,7
4,,,,,,,,,,8
3,,,,,,,,,,9
3,,,,,,,,,,10
3,,,,,,,,,,11
2,,,,,,,,,,12
3,,,,,,,,,,13
3,,,,,,,,,,14
3,,,,,,,,,,15
4,,,,,,,,,,16
4,,,,,,,,,,17
8,,,,,,,,,,18
2,,,,,,,,,,21
4,,,,,,,,,,22
2,,,,,,,,,,23
3,22,,,,,,,,,
2,,,,,,,,,,1
4,,,,,,,,,,2
2,,,,,,,,,,3
3,,,,,,,,,,4
2,,,,,,,,,,5
4,,,,,,,,,,6
2,,,,,,,,,,7
3,,,,,,,,,,8
2,,,,,,,,,,9
4,,,,,,,,,,10
2,,,,,,,,,,11
3,,,,,,,,,,12
4,,,,,,,,,,14
2,,,,,,,,,,15
2,,,,,,,,,,17
4,,,,,,,,,,18
2,,,,,,,,,,21
2,,,,,,,,,,23
3,23,,,,,,,,,
a,,,,,,,,,,6
2,,,,,,,,,,11
4,,,,,,,,,,12
2,,,,,,,,,,14
4,,,,,,,,,,15
2,,,,,,,,,,17
a,,,,,,,,,,18
2,,,,,,,,,,20
4,,,,,,,,,,21
2,,,,,,,,,,23
3,24,,,,,,,,,
4,,,,,,,,,,2
3,,,,,,,,,,3
4,,,,,,,,,,5
a,,,,,,,,,,6
4,,,,,,,,,,8
3,,,,,,,,,,9
4,,,,,,,,,,11
3,,,,,,,,,,12
a,,,,,,,,,,18
2,,,,,,,,,,21
2,,,,,,,,,,23
3,25,,,,,,,,,
8,,,,,,,,,,6
1,,,,,,,,,,11
3,,,,,,,,,,12
1,,,,,,,,,,14
3,,,,,,,,,,15
1,,,,,,,,,,17
8,,,,,,,,,,18
1,,,,,,,,,,20
3,,,,,,,,,,21
1,,,,,,,,,,23
4,26,,,,,,,,,
3,,,,,,,,,,1
4,,,,,,,,,,2
3,,,,,,,,,,3
4,,,,,,,,,,4
3,,,,,,,,,,5
4,,,,,,,,,,6
3,,,,,,,,,,7
4,,,,,,,,,,8
3,,,,,,,,,,9
4,,,,,,,,,,10
3,,,,,,,,,,11
4,,,,,,,,,,12
a,,,,,,,,,2,12
a,,,,,,,,,3,12
a,,,,,,,,,4,12
a,,,,,,,,,5,12
a,27,,,,,,,,,
4,,,,,,,,,,3
4,,,,,,,,,,5
4,,,,,,,,,,6
4,,,,,,,,,,8
a,,,,,,,,,,9
4,,,,,,,,,,11
7,,,,,,,,,,12
4,,,,,,,,,,14
4,,,,,,,,,,15
4,,,,,,,,,,21
a,28,,,,,,,,,
4,,,,,,,,,,3
4,,,,,,,,,,5
4,,,,,,,,,,6
a,,,,,,,,,,8
a,,,,,,,,,,9
4,,,,,,,,,,11
7,,,,,,,,,,12
4,,,,,,,,,,14
4,,,,,,,,,,15
3,,,,,,,,,,18
2,,,,,,,,,,21
2,,,,,,,,,,23
8,29,,,,,,,,,
a,,,,,,,,,,3
a,,,,,,,,,,6
4,,,,,,,,,,9
4,,,,,,,,,,11
7,,,,,,,,,,12
4,,,,,,,,,,14
4,,,,,,,,,,15
4,,,,,,,,,,17
4,,,,,,,,,,18
4,,,,,,,,,,20
4,,,,,,,,,,21
4,,,,,,,,,,23
a,30,,,,,,,,,
8,,,,,,,,,,3
5,,,,,,,,,,6
8,,,,,,,,,,9
e,,,,,,,,,,12
b,,,,,,,,,,18
0,다다다다다,,,,,,,,,
8,31,,,,,,,,,
4,,,,,,,,,,1
4,,,,,,,,,,2
4,,,,,,,,,,3
4,,,,,,,,,,4
4,,,,,,,,,,5
3,,,,,,,,,,6
4,,,,,,,,,,7
4,,,,,,,,,,8
4,,,,,,,,,,9
4,,,,,,,,,,10
4,,,,,,,,,,11
8,,,,,,,,,,12
4,,,,,,,,,,15
4,,,,,,,,,,16
a,,,,,,,,,,17
a,,,,,,,,,,18
a,,,,,,,,,,21
8,32,,,,,,,,,
4,,,,,,,,,,1
4,,,,,,,,,,2
4,,,,,,,,,,3
4,,,,,,,,,,4
4,,,,,,,,,,5
4,,,,,,,,,,6
3,,,,,,,,,,8
8,,,,,,,,,,9
3,,,,,,,,,,11
8,,,,,,,,,,12
8,,,,,,,,,,14
3,,,,,,,,,,17
a,,,,,,,,,,18
3,,,,,,,,,,20
a,,,,,,,,,,21
3,,,,,,,,,,23
8,33,,,,,,,,,
3,,,,,,,,,,1
3,,,,,,,,,,2
3,,,,,,,,,,3
3,,,,,,,,,,4
3,,,,,,,,,,5
2,,,,,,,,,,6
3,,,,,,,,,,7
3,,,,,,,,,,8
3,,,,,,,,,,9
3,,,,,,,,,,10
3,,,,,,,,,,11
8,,,,,,,,,,12
3,,,,,,,,,,13
3,,,,,,,,,,14
3,,,,,,,,,,15
3,,,,,,,,,,16
3,,,,,,,,,,17
5,,,,,,,,,,18
8,,,,,,,,,,20
a,,,,,,,,,,22
8,34,,,,,,,,,
4,,,,,,,,,,1
4,,,,,,,,,,2
4,,,,,,,,,,3
4,,,,,,,,,,4
4,,,,,,,,,,5
3,,,,,,,,,,6
4,,,,,,,,,,7
4,,,,,,,,,,8
4,,,,,,,,,,9
4,,,,,,,,,,10
3,,,,,,,,,,11
a,,,,,,,,,,12
3,,,,,,,,,,14
a,,,,,,,,,,15
3,,,,,,,,,,17
a,,,,,,,,,,18
8,,,,,,,,,,21
a,35,,,,,,,,,
4,,,,,,,,,,1
4,,,,,,,,,,2
4,,,,,,,,,,3
4,,,,,,,,,,4
a,,,,,,,,,,5
a,,,,,,,,,,6
a,,,,,,,,,,9
8,,,,,,,,,,12
4,,,,,,,,,,15
4,,,,,,,,,,16
4,,,,,,,,,,17
4,,,,,,,,,,18
4,,,,,,,,,,19
3,,,,,,,,,,20
3,,,,,,,,,,21
3,,,,,,,,,,23
3,36,,,,,,,,,
3,,,,,,,,,,2
3,,,,,,,,,,5
8,,,,,,,,,,6
3,,,,,,,,,,8
8,,,,,,,,,,9
3,,,,,,,,,,11
8,,,,,,,,,,12
4,,,,,,,,,,13
4,,,,,,,,,,14
4,,,,,,,,,,15
4,,,,,,,,,,16
3,,,,,,,,,,17
a,,,,,,,,,,18
3,,,,,,,,,,20
a,,,,,,,,,,21
3,,,,,,,,,,23
a,37,,,,,,,,,
4,,,,,,,,,,1
4,,,,,,,,,,2
4,,,,,,,,,,3
4,,,,,,,,,,4
4,,,,,,,,,,5
2,,,,,,,,,,6
2,,,,,,,,,,8
3,,,,,,,,,,10
8,,,,,,,,,,12
4,,,,,,,,,,13
4,,,,,,,,,,14
4,,,,,,,,,,15
4,,,,,,,,,,16
4,,,,,,,,,,17
4,,,,,,,,,,18
8,,,,,,,,,,20
8,,,,,,,,,,21
8,,,,,,,,,,23
8,38,,,,,,,,,
8,,,,,,,,,,2
2,,,,,,,,,,6
4,,,,,,,,,,7
4,,,,,,,,,,8
4,,,,,,,,,,9
4,,,,,,,,,,10
3,,,,,,,,,,11
4,,,,,,,,,,12
3,,,,,,,,,,14
4,,,,,,,,,,15
3,,,,,,,,,,17
4,,,,,,,,,,18
f,,,,,,,,,,21
0,드리프트,,,,,,,,,
a,39,,,,,,,,,6
3,,,,,,,,,,7
3,,,,,,,,,,8
3,,,,,,,,,,9
3,,,,,,,,,,10
3,,,,,,,,,,11
8,,,,,,,,,,12
3,,,,,,,,,,13
3,,,,,,,,,,14
3,,,,,,,,,,15
3,,,,,,,,,,16
3,,,,,,,,,,17
a,,,,,,,,,,18
3,,,,,,,,,,20
3,,,,,,,,,,21
3,,,,,,,,,,23
8,40,,,,,,,,,
4,,,,,,1,,,,
4,,,,,,2,,,,
4,,,,,,3,,,,
4,,,,,,4,,,,
4,,,,,,5,,,,
4,,,,,,6,,,,
4,,,,,,7,,,,
a,,,,,,8,,,,
3,,,,,,8,,,,1
3,,,,,,8,,,,2
3,,,,,,8,,,,3
3,,,,,,8,,,,4
3,,,,,,8,,,,5
8,,,,,,8,,,,6
3,,,,,,8,,,,8
3,,,,,,8,,,,9
3,,,,,,8,,,,11
a,,,,,,8,,,,12
3,,,,,,8,,,,13
3,,,,,,8,,,,14
3,,,,,,8,,,,15
3,,,,,,8,,,,16
3,,,,,,8,,,,17
4,41,,,,,,,,,
3,,,,,,-1,,,,6
9,,,,,,,,,,6
7,,,,,,,,,,12
3,,,,,,,,,,13
3,,,,,,,,,,14
3,,,,,,,,,,15
4,,,,,,,,,,16
3,,,,,,,,,,17
6,,,,,,,,,,18
3,,,,,,,,,,19
4,,,,,,,,,,20
3,,,,,,,,,,21
3,,,,,,,,,,22
3,,,,,,,,,,23
7,42,,,,,,,,,
3,,,,,,1,,,,
2,,,,,,2,,,,
3,,,,,,3,,,,
4,,,,,,4,,,,
3,,,,,,5,,,,
2,,,,,,6,,,,
3,,,,,,7,,,,
7,,,1,,,,,,,
3,,,1,,,1,,,,
2,,,1,,,2,,,,
3,,,1,,,3,,,,
4,,,1,,,4,,,,
3,,,1,,,5,,,,
2,,,1,,,6,,,,
3,,,1,,,7,,,,
e,,,2,,,,,,,
8,,,2,,,,,,1,
a,,,2,,,,,,2,
b,,,3,,,,,,,
a,,,3,,,,,,1,
8,,,3,,,,,,2,
e,43,,,,,,,,,
4,,,,,,4,,,,
3,,,,,,5,,,,
2,,,,,,6,,,,
1,,,,,,7,,,,
4,,,1,,,4,,,,
3,,,1,,,5,,,,
2,,,1,,,6,,,,
1,,,1,,,7,,,,
4,,,2,,,4,,,,
3,,,2,,,5,,,,
2,,,2,,,6,,,,
1,,,2,,,7,,,,
4,,,3,,,4,,,,
3,,,3,,,5,,,,
2,,,3,,,6,,,,
1,,,3,,,7,,,,
0,끝,,,,,,,,,
e,44,,,,,,,,,
a,,,,,,,,,,3
a,,,,,,,,,,6
a,,,,,,,,,,9
4,,,,,,,,,,11
a,,,,,,,,,,12
4,,,,,,,,,,14
a,,,,,,,,,,15
4,,,,,,,,,,17
a,,,,,,,,,,18
a,,,,,,,,,,21
3,,,,,,,,,,23
a,45,,,,,,,,,
a,,,,,,,,,,3
3,,,,,,,,,,5
a,,,,,,,,,,6
3,,,,,,,,,,8
a,,,,,,,,,,9
3,,,,,,,,,,11
a,,,,,,,,,,12
2,,,,,,,,,,14
a,,,,,,,,,,15
2,,,,,,,,,,17
a,,,,,,,,,,18
8,,,,,,,,,,21
a,46,,,,,,,,,
4,,,,,,,,,,1
4,,,,,,,,,,2
a,,,,,,,,,,3
8,,,,,,,,,,6
3,,,,,,,,,,8
8,,,,,,,,,,9
3,,,,,,,,,,11
8,,,,,,,,,,12
3,,,,,,,,,,14
8,,,,,,,,,,15
3,,,,,,,,,,17
8,,,,,,,,,,18
2,,,,,,,,,,20
8,,,,,,,,,,21
2,,,,,,,,,,23
8,47,,,,,,,,,
3,,,,,,,,,,2
8,,,,,,,,,,3
3,,,,,,,,,,4
3,,,,,,,,,,5
8,,,,,,,,,,6
2,,,,,,,,,,8
8,,,,,,,,,,9
3,,,,,,,,,,11
a,,,,,,,,,,12
3,,,,,,,,,,14
8,,,,,,,,,,15
3,,,,,,,,,,17
a,,,,,,,,,,18
3,,,,,,,,,,20
8,,,,,,,,,,21
3,,,,,,,,,,23
8,48,,,,,,,,,3
8,,,,,,,,,,6
8,,,,,,,,,,9
2,,,,,,,,,,11
8,,,,,,,,,,12
2,,,,,,,,,,14
8,,,,,,,,,,15
2,,,,,,,,,,17
8,,,,,,,,,,18
8,,,,,,,,,,21
3,,,,,,,,,,23
8,49,,,,,,,,,
8,,,,,,,,,,3
3,,,,,,,,,,5
8,,,,,,,,,,6
3,,,,,,,,,,8
8,,,,,,,,,,9
3,,,,,,,,,,11
8,,,,,,,,,,12
2,,,,,,,,,,14
8,,,,,,,,,,15
2,,,,,,,,,,17
8,,,,,,,,,,18
5,,,,,,,,,,21
8,50,,,,,,,,,
5,,,,,,,,,,3
5,,,,,,,,,,6
2,,,,,,,,,,8
5,,,,,,,,,,9
2,,,,,,,,,,11
5,,,,,,,,,,12
2,,,,,,,,,,14
5,,,,,,,,,,15
2,,,,,,,,,,17
5,,,,,,,,,,18
3,,,,,,,,,,20
5,,,,,,,,,,21
3,,,,,,,,,,23
5,51,,,,,,,,,
3,,,,,,,,,,2
a,,,,,,,,,,3
2,,,,,,,,,,5
5,,,,,,,,,,6
3,,,,,,,,,,8
a,,,,,,,,,,9
2,,,,,,,,,,11
5,,,,,,,,,,12
2,,,,,,,,,,14
3,,,,,,,,,,15
4,,,,,,,,,,16
3,,,,,,,,,,17
2,,,,,,,,,,18
3,,,,,,,,,,19
4,,,,,,,,,,20
3,,,,,,,,,,21
2,,,,,,,,,,22
8,52,,,,,,,,,
e,,,,,,,,,,3
b,,,,,,,,,,6
e,,,,,,,,,,9
3,,,,,,,,,,11
e,,,,,,,,,,12
3,,,,,,,,,,14
9,,,,,,,,,,15
3,,,,,,,,,,17
e,,,,,,,,,,18
e,,,,,,,,,,21
4,,,,,,,,,,23
e,53,,,,,,,,,
e,,,,,,,,,,3
4,,,,,,,,,,5
9,,,,,,,,,,6
4,,,,,,,,,,8
9,,,,,,,,,,9
4,,,,,,,,,,11
e,,,,,,,,,,12
a,,,,,,,,,,14
e,,,,,,,,,,15
a,,,,,,,,,,17
e,,,,,,,,,,18
b,,,,,,,,,,21
e,54,,,,,,,,,
4,,,,,,,,,,1
4,,,,,,,,,,2
e,,,,,,,,,,3
e,,,,,,,,,,6
2,,,,,,,,,,8
9,,,,,,,,,,9
2,,,,,,,,,,11
e,,,,,,,,,,12
3,,,,,,,,,,14
e,,,,,,,,,,15
3,,,,,,,,,,17
e,,,,,,,,,,18
4,,,,,,,,,,20
9,,,,,,,,,,21
4,,,,,,,,,,23
e,55,,,,,,,,,
4,,,,,,,,,,2
e,,,,,,,,,,3
9,,,,,,,,,,4
9,,,,,,,,,,5
e,,,,,,,,,,6
2,,,,,,,,,,8
9,,,,,,,,,,9
3,,,,,,,,,,11
e,,,,,,,,,,12
4,,,,,,,,,,14
9,,,,,,,,,,15
3,,,,,,,,,,17
e,,,,,,,,,,18
2,,,,,,,,,,20
e,,,,,,,,,,21
2,,,,,,,,,,23
a,56,,,,,,,,,
b,,,,,,,,,,3
e,,,,,,,,,,6
b,,,,,,,,,,9
3,,,,,,,,,,11
b,,,,,,,,,,12
3,,,,,,,,,,14
6,,,,,,,,,,15
2,,,,,,,,,,17
b,,,,,,,,,,18
b,,,,,,,,,,21
3,,,,,,,,,,23
b,57,,,,,,,,,
b,,,,,,,,,,3
3,,,,,,,,,,5
b,,,,,,,,,,6
3,,,,,,,,,,8
6,,,,,,,,,,9
3,,,,,,,,,,11
b,,,,,,,,,,12
4,,,,,,,,,,14
b,,,,,,,,,,15
4,,,,,,,,,,17
b,,,,,,,,,,18
9,,,,,,,,,,21
b,58,,,,,,,,,
e,,,,,,,,,,3
b,,,,,,,,,,6
2,,,,,,,,,,8
6,,,,,,,,,,9
2,,,,,,,,,,11
b,,,,,,,,,,12
3,,,,,,,,,,14
b,,,,,,,,,,15
3,,,,,,,,,,17
e,,,,,,,,,,18
3,,,,,,,,,,20
8,,,,,,,,,,21
3,,,,,,,,,,23
f,59,,,,,,,,,
4,,,,,,,,,,2
e,,,,,,,,,,3
4,,,,,,,,,,5
f,,,,,,,,,,6
4,,,,,,,,,,8
e,,,,,,,,,,9
4,,,,,,,,,,11
a,,,,,,,,,,12
e,,,,,,,,,,14
