noteType,bar,half,4th,8th,16th,32nd,3rd,6th,12th,24th
2,,,,,1,,,,,
2,,,,,2,,,,,
2,,,,,3,,,,,
2,,,,,4,,,,,
9,,,,,6,,,,,
2,,,,,7,,,,,
2,,,,,9,,,,,
2,,,,,10,,,,,
9,,,,,12,,,,,
2,,,,,14,,,,,
1,24,,,,,,,,,
0,,,,,1,,,,,
1,,,,,2,,,,,
0,,,,,3,,,,,
7,,,,,4,,,,,
0,,,,,5,,,,,
1,,,,,6,,,,,
0,,,,,7,,,,,
7,,,,,8,,,,,
0,,,,,9,,,,,
1,,,,,10,,,,,
4,,,,,11,,,,,
1,,,,,12,,,,,
0,,,,,13,,,,,
7,,,,,14,,,,,
0,,,,,15,,,,,
1,25,,,,,,,,,
7,,,,,2,,,,,
1,,,,,4,,,,,
7,,,,,6,,,,,
1,,,,,8,,,,,
1,,,,,10,,,,,
7,,,,,12,,,,,
7,,,,,14,,,,,
7,26,,,,,,,,,
1,,,,,2,,,,,
1,,,,,4,,,,,
7,,,,,6,,,,,
4,,,,,7,,,,,
1,,,,,8,,,,,
7,,,,,10,,,,,
7,,,,,12,,,,,
7,,,,,14,,,,,
7,27,,,,0,,,,,
1,,,,,2,,,,,
4,,,,,3,,,,,
1,,,,,4,,,,,
7,,,,,6,,,,,
1,,,,,8,,,,,
1,,,,,10,,,,,
7,,,,,12,,,,,
1,,,,,14,,,,,
7,28,,,,0,,,,,
4,,,,,1,,,,,
7,,,,,2,,,,,
1,,,,,4,,,,,
1,,,,,6,,,,,
1,,,,,8,,,,,
7,,,,,10,,,,,
7,,,,,12,,,,,
7,,,,,14,,,,,
7,29,,,,0,,,,,
1,,,,,2,,,,,
1,,,,,4,,,,,
7,,,,,6,,,,,
1,,,,,8,,,,,
1,,,,,10,,,,,
7,,,,,12,,,,,
1,,,,,14,,,,,
7,30,,,,0,,,,,
1,,,,,2,,,,,
4,,,,,3,,,,,
1,,,,,4,,,,,
7,,,,,6,,,,,
7,,,,,8,,,,,
1,,,,,10,,,,,
4,,,,,11,,,,,
1,,,,,12,,,,,
7,,,,,14,,,,,
7,31,,,,0,,,,,
2,,,,,1,,,,,
3,,,,,2,,,,,
4,,,,,3,,,,,
1,,,,,4,,,,,
2,,,,,5,,,,,
3,,,,,6,,,,,
4,,,,,7,,,,,
1,,,,,8,,,,,
2,,,,,9,,,,,
3,,,,,10,,,,,
4,,,,,11,,,,,
1,,,,,12,,,,,
2,,,,,13,,,,,
3,,,,,14,,,,,
4,,,,,15,,,,,
1,32,,,,,,,,,
7,,,,,2,,,,,
4,,,,,3,,,,,
7,,,,,4,,,,,
1,,,,,6,,,,,
1,,,,,8,,,,,
1,,,,,10,,,,,
7,,,,,12,,,,,
1,,,,,14,,,,,
7,33,,,,,,,,,
1,,,,,2,,,,,
1,,,,,4,,,,,
7,,,,,6,,,,,
1,,,,,8,,,,,
1,,,,,10,,,,,
7,,,,,12,,,,,
1,,,,,14,,,,,
7,34,,,,,,,,,
7,,,,,2,,,,,
3,,,,,3,,,,,
7,,,,,4,,,,,
7,,,,,6,,,,,
3,,,,,7,,,,,
7,,,,,8,,,,,
3,,,,,9,,,,,
7,,,,,10,,,,,
3,,,,,11,,,,,
7,,,,,12,,,,,
3,,,,,13,,,,,
7,,,,,14,,,,,
3,,,,,15,,,,,
7,35,,,,0,,,,,
3,,,,,1,,,,,
5,,,,,2,,,,,
3,,,,,3,,,,,
7,,,,,4,,,,,
3,,,,,5,,,,,
5,,,,,6,,,,,
3,,,,,7,,,,,
7,,,,,8,,,,,
3,,,,,9,,,,,
5,,,,,10,,,,,
3,,,,,11,,,,,
7,,,,,12,,,,,
3,,,,,13,,,,,
5,,,,,14,,,,,
7,36,,,,,,,,,
6,,,,,2,,,,,
3,,,,,3,,,,,
6,,,,,4,,,,,
1,,,,,6,,,,,
1,,,,,8,,,,,
1,,,,,10,,,,,
6,,,,,12,,,,,
1,,,,,14,,,,,
6,37,,,,,,,,,
1,,,,,2,,,,,
1,,,,,4,,,,,
6,,,,,6,,,,,
1,,,,,8,,,,,
6,,,,,10,,,,,
1,,,,,12,,,,,
1,,,,,14,,,,,
6,38,,,,0,,,,,
1,,,,,2,,,,,
1,,,,,4,,,,,
1,,,,,6,,,,,
1,,,,,8,,,,,
3,,,,,9,,,,,
6,,,,,10,,,,,
3,,,,,11,,,,,
6,,,,,12,,,,,
1,,,,,14,,,,,
6,39,,,,0,,,,,
1,,,,,2,,,,,
3,,,,,3,,,,,
6,,,,,4,,,,,
1,,,,,6,,,,,
3,,,,,8,,,,,
4,,,,,9,,,,,
3,,,,,10,,,,,
4,,,,,11,,,,,
3,,,,,12,,,,,
4,,,,,13,,,,,
3,,,,,14,,,,,
4,,,,,15,,,,,
0,브레이크,,,,,,,,,
8,40,,,,0,,,,,
4,,,,,3,,,,,
4,,,,,6,,,,,
3,,,,,10,,,,,
a,,,,,12,,,,,
4,,,,,14,,,,,
8,41,,,,,,,,,
3,,,,,3,,,,,
4,,,,,4,,,,,
3,,,,,6,,,,,
4,,,,,8,,,,,
3,,,,,10,,,,,
4,,,,,12,,,,,
3,,,,,14,,,,,
8,42,,,,,,,,,
4,,,,,3,,,,,
4,,,,,6,,,,,
3,,,,,10,,,,,
a,,,,,12,,,,,
8,,,,,14,,,,,
5,43,,,,,,,,,
4,,,,,2,,,,,
4,,,,,3,,,,,
4,,,,,4,,,,,
4,,,,,6,,,,,
4,,,,,7,,,,,
4,,,,,8,,,,,
4,,,,,10,,,,,
4,,,,,11,,,,,
4,,,,,12,,,,,
4,,,,,14,,,,,
0,덥스텝,,,,,,,,,
1,44,,,,,,,,,
5,,,,1,,,,,,
2,,,,2,,,,,,
3,,,,3,,,,,,
3,,,,4,,,,,,
4,,,,4,,,,,1,
4,,,,4,,,,,2,
a,,,,6,,,,,,
3,45,,,,0,,,,,
3,,,,,1,,,,,
3,,,,,2,,,,,
3,,,,,3,,,,,
a,,,,,4,,,,,
a,,,,,4,,,,1,
a,,,,,4,,,,2,
3,,,,,8,,,,,
3,,,,,9,,,,,
3,,,,,10,,,,,
3,,,,,11,,,,,
2,,,,,12,,,,,
3,,,,,13,,,,,
2,,,,,14,,,,,
3,,,,,15,,,,,
b,46,,,,,,,,,
c,,,,3,,1,,,,
d,,,,6,,2,,,,
e,,,,9,,3,,,,
3,,,6,,,,,,,
3,,,7,,,,,,,
4,,,7,,,,,,,1
3,,,7,,,,,,,2
4,,,7,,,,,,,3
3,,,7,,,,,,,4
4,,,7,,,,,,,5
5,48,,,,,,,,,
2,,,,1,,,,,,
3,,,,2,,,,,,
3,,,,3,,,,,,
4,,,,4,,,,,,
3,,,,4,,,,,1,
3,,,,4,,,,,2,
4,,,,6,,,,,,
3,,,,6,,,,,,1
3,,,,6,,,,,,2
3,,,,6,,,,,,3
4,,,,6,,,,,,4
4,49,,,,,,,,,
3,,,,,,,,,1,
3,,,,,,,,,2,
4,,,,,,,,,3,
3,,,,,,,,,4,
3,,,,,,,,,5,
a,,,,,,,,,6,
8,,,,,,,,,7,
8,,,,,,,,,8,
a,,,,,,,,,9,
a,50,,,,,,,,,
3,,,,,3,,,,,
2,,,,,6,,,,,
5,,,,,8,,,,,
2,,,,,11,,,,,
3,,,,,14,,,,,
8,51,,,,,,,,,
8,,,,,3,,,,,
8,,,,,6,,,,,
4,,,,,11,,,,,
4,,,,,11,1,,,,
4,,,,,12,,,,,
4,,,,,13,,,,,
4,,,,,14,,,,,
4,,,,,15,,,,,
3,52,,,,,,,,,
3,,,,,2,,,,,
4,,,,,4,,,,,
4,,,,,4,,,,1,
4,,,,,4,,,,2,
3,,,,,8,,,,,
3,,,,,10,,,,,
9,,,,,12,,,,,
8,53,,,,0,,,,,
2,,,,,,,,,1,
2,,,,,,,,,2,
8,,,,,4,,,,,
3,,,,,8,,,,,-4
3,,,,,8,,,,,-3
3,,,,,8,,,,,-2
a,,,,,8,,,,,
3,,,,,9,,,,,
3,,,,,10,,,,,
3,,,,,11,,,,,
a,,,,,12,,,,,
3,,,,,13,,,,,
3,,,,,14,,,,,
3,,,,,15,,,,,
e,54,,,,,,,,,
d,,,,3,,1,,,,
c,,,,6,,2,,,,
b,,,,9,,3,,,,
3,,,6,,,,,,,
3,,,7,,,,,,,
4,,,7,,,,,,,1
3,,,7,,,,,,,2
4,,,7,,,,,,,3
3,,,7,,,,,,,4
4,,,7,,,,,,,5
5,56,,,,,,,,,
2,,,,1,,,,,,
3,,,,2,,,,,,
3,,,,3,,,,,,
4,,,,4,,,,,,
3,,,,4,,,,,1,
3,,,,4,,,,,2,
4,,,,6,,,,,,
3,,,,6,,,,,,1
3,,,,6,,,,,,2
3,,,,6,,,,,,3
4,,,,6,,,,,,4
4,57,,,,,,,,,
3,,,,,,,,,1,
3,,,,,,,,,2,
4,,,,,,,,,3,
3,,,,,,,,,4,
3,,,,,,,,,5,
a,,,,,,,,,6,
8,,,,,,,,,7,
8,,,,,,,,,8,
a,,,,,,,,,9,
a,58,,,,,,,,,
3,,,,,3,,,,,
2,,,,,6,,,,,
5,,,,,8,,,,,
2,,,,,11,,,,,
3,,,,,14,,,,,
4,59,,,,0,,,,,
4,,,,,2,,,,,
4,,,,,3,,,,,
4,,,,,4,,,,,
4,,,,,6,,,,,
4,,,,,7,,,,,
a,,,,,8,,,,,
f,,,,,12,,,,,
0,쉬기,,,,,,,,,
1,64,,,,,,,,,
1,,,1,,,,,,,
1,,,2,,,,,,,
1,,,3,,,,,,,
1,65,,,,,,,,,
1,,,1,,,,,,,
1,,,2,,,,,,,
1,,,3,,,,,,,
4,,,,,14,,,,,
4,,,,,15,,,,,
7,66,,,,,,,,,
1,,,,,2,,,,,
4,,,,,3,,,,,
1,,,,,4,,,,,
7,,,,,6,,,,,
1,,,,,8,,,,,
7,,,,,10,,,,,
7,,,,,12,,,,,
4,,,,,13,,,,,
7,,,,,14,,,,,
4,,,,,15,,,,,
d,67,,,,0,,,,,
1,,,,,2,,,,,
4,,,,,3,,,,,
1,,,,,4,,,,,
d,,,,,6,,,,,
7,,,,,8,,,,,
1,,,,,10,,,,,
6,,,,,12,,,,,
1,,,,,14,,,,,
1,68,,,,0,,,,,
7,,,,,2,,,,,
4,,,,,3,,,,,
1,,,,,4,,,,,
4,,,,,5,,,,,
1,,,,,6,,,,,
4,,,,,7,,,,,
1,,,,,8,,,,,
4,,,,,9,,,,,
1,,,,,10,,,,,
4,,,,,11,,,,,
1,,,,,12,,,,,
4,,,,,13,,,,,
1,,,,,14,,,,,
4,,,,,15,,,,,
7,69,,,,0,,,,,
7,,,,,2,,,,,
1,,,,,4,,,,,
1,,,,,6,,,,,
1,,,,,8,,,,,
1,,,,,10,,,,,
7,,,,,12,,,,,
4,,,,,13,,,,,
7,,,,,14,,,,,
4,,,,,15,,,,,
1,70,,,,0,,,,,
7,,,,,2,,,,,
4,,,,,3,,,,,
1,,,,,4,,,,,
4,,,,,5,,,,,
7,,,,,6,,,,,
4,,,,,7,,,,,
7,,,,,8,,,,,
7,,,,,10,,,,,
4,,,,,11,,,,,
1,,,,,12,,,,,
4,,,,,13,,,,,
7,,,,,14,,,,,
4,,,,,15,,,,,
7,71,,,,,,,,,
4,,,,,2,,,,,
1,,,1,,,,,,,
7,,,2,,,,,,,
7,,,3,,,,,,,
1,72,,,,,,,,,
7,,,1,,,,,,,
8,,,1,,1,,,,,
7,,,3,,,,,,,
8,,,3,,1,,,,,
1,73,,,,,,,,,
7,,,1,,,,,,,
8,,,1,,1,,,,,
7,,,3,,,,,,,
8,,,3,,1,,,,,
1,74,,,,,,,,,
3,,,,,,,,,2,
9,,,,,,,,,3,
3,,,,,,,,,4,
3,,,,,,,,,5,
9,,,,,,,,,6,
3,,,,,,,,,7,
3,,,,,,,,,8,
9,,,,,,,,,9,
3,,,,,,,,,10,
3,,,,,,,,,11,
4,75,,,,,,,,,
3,,,,,2,,,,,
3,,,,,6,,,,,
3,,,,,7,,,,,
4,,,,,8,,,,,
3,,,,,10,,,,,
4,,,,,12,,,,,
e,76,,,,,,,,,
