noteType,bar,half,4th,8th,16th,32nd,3rd,6th,12th,24th
3,,,,,9,,,,,
3,,,,,12,,,,,
a,32,,0,,,,,,,
4,,,2,,,,,,,
4,,,3,,,,,,,
a,33,,,,0,,,,,
4,,,,,3,,,,,
4,,,,,6,,,,,
4,,,,,9,,,,,
4,,,,,12,,,,,
9,34,,,,0,,,,,
4,,,,,3,,,,,
4,,,,,6,,,,,
4,,,,,9,,,,,
4,,,,,12,,,,,
8,35,,,,0,,,,,
2,,,,,3,,,,,
2,,,,,6,,,,,
2,,,,,9,,,,,
2,,,,,12,,,,,
3,36,,,,0,,,,,
3,,,,,3,,,,,
3,,,,,6,,,,,
3,,,,,8,,,,,
3,,,,,12,,,,,
b,37,,,,,,,,,
3,38,,,,0,,,,,
2,,,,,2,,,,,
2,,,,,3,,,,,
3,,,,,4,,,,,
2,,,,,6,,,,,
2,,,,,7,,,,,
3,,,,,8,,,,,
4,,,,,10,,,,,
4,,,,,11,,,,,
4,,,,,12,,,,,
4,,,,,13,,,,,
4,,,,,14,,,,,
4,,,,,15,,,,,
0,4-2 구간,,,,,,,,,
a,39,,,,0,,,,,
4,,,,,1,,,,,
4,,,,,2,,,,,
4,,,,,3,,,,,
4,,,,,4,,,,,
4,,,,,6,,,,,
4,,,,,8,,,,,
4,,,,,9,,,,,
4,,,,,10,,,,,
4,,,,,11,,,,,
4,,,,,12,,,,,
4,,,,,14,,,,,
3,40,,,,0,,,,,
3,,,,,1,,,,,
3,,,,,2,,,,,
3,,,,,3,,,,,
3,,,,,4,,,,,
3,,,,,6,,,,,
3,,,,,8,,,,,
3,,,,,9,,,,,
3,,,,,10,,,,,
3,,,,,11,,,,,
3,,,,,12,,,,,
3,,,,,14,,,,,
8,41,,,,0,,,,,
2,,,,,1,,,,,
2,,,,,2,,,,,
2,,,,,3,,,,,
2,,,,,4,,,,,
2,,,,,6,,,,,
2,,,,,8,,,,,
2,,,,,9,,,,,
2,,,,,10,,,,,
2,,,,,11,,,,,
2,,,,,12,,,,,
2,,,,,14,,,,,
8,42,,,,0,,,,,
2,,,,,1,,,,,
2,,,,,2,,,,,
2,,,,,3,,,,,
2,,,,,4,,,,,
2,,,,,6,,,,,
6,,,,,8,,,,,
3,,,,,9,,,,,
3,,,,,10,,,,,
3,,,,,11,,,,,
3,,,,,12,,,,,
3,,,,,14,,,,,
5,43,,,,0,,,,,
2,,,,,1,,,,,
2,,,,,2,,,,,
2,,,,,3,,,,,
2,,,,,4,,,,,
2,,,,,6,,,,,
2,,,,,8,,,,,
2,,,,,9,,,,,
2,,,,,10,,,,,
2,,,,,11,,,,,
2,,,,,12,,,,,
2,,,,,14,,,,,
8,44,,,,0,,,,,
3,,,,,1,,,,,
3,,,,,2,,,,,
3,,,,,3,,,,,
3,,,,,4,,,,,
3,,,,,6,,,,,
3,,,,,8,,,,,
3,,,,,9,,,,,
3,,,,,10,,,,,
3,,,,,11,,,,,
3,,,,,12,,,,,
3,,,,,14,,,,,
a,45,,,,0,,,,,
4,,,,,1,,,,,
4,,,,,2,,,,,
4,,,,,3,,,,,
4,,,,,4,,,,,
4,,,,,6,,,,,
4,,,,,8,,,,,
4,,,,,9,,,,,
4,,,,,10,,,,,
4,,,,,11,,,,,
4,,,,,12,,,,,
4,,,,,14,,,,,
3,46,,,,0,,,,,
3,,,,,1,,,,,
3,,,,,2,,,,,
3,,,,,3,,,,,
3,,,,,4,,,,,
3,,,,,5,,,,,
3,,,,,6,,,,,
3,,,,,7,,,,,
8,,,,,8,,,,,
3,,,,,9,,,,,
3,,,,,10,,,,,
3,,,,,11,,,,,
3,,,,,12,,,,,
3,,,,,14,,,,,
6,47,,,,0,,,,,
3,,,,,1,,,,,
3,,,,,2,,,,,
3,,,,,3,,,,,
3,,,,,4,,,,,
3,,,,,6,,,,,
3,,,,,8,,,,,
3,,,,,9,,,,,
3,,,,,10,,,,,
3,,,,,11,,,,,
3,,,,,12,,,,,
3,,,,,14,,,,,
9,48,,,,0,,,,,
4,,,,,1,,,,,
4,,,,,2,,,,,
4,,,,,3,,,,,
4,,,,,4,,,,,
4,,,,,6,,,,,
4,,,,,8,,,,,
4,,,,,9,,,,,
4,,,,,10,,,,,
4,,,,,11,,,,,
4,,,,,12,,,,,
4,,,,,14,,,,,
6,49,,,,0,,,,,
3,,,,,1,,,,,
3,,,,,2,,,,,
3,,,,,3,,,,,
3,,,,,4,,,,,
3,,,,,6,,,,,
3,,,,,8,,,,,
3,,,,,9,,,,,
3,,,,,10,,,,,
3,,,,,11,,,,,
3,,,,,12,,,,,
3,,,,,14,,,,,
a,50,,,,0,,,,,
3,,,,,1,,,,,
3,,,,,2,,,,,
3,,,,,3,,,,,
3,,,,,4,,,,,
3,,,,,6,,,,,
3,,,,,8,,,,,
3,,,,,9,,,,,
3,,,,,10,,,,,
3,,,,,11,,,,,
3,,,,,12,,,,,
3,,,,,14,,,,,
8,51,,,,0,,,,,
2,,,,,1,,,,,
2,,,,,2,,,,,
2,,,,,3,,,,,
2,,,,,4,,,,,
2,,,,,6,,,,,
2,,,,,8,,,,,
2,,,,,9,,,,,
2,,,,,10,,,,,
2,,,,,11,,,,,
2,,,,,12,,,,,
2,,,,,14,,,,,
6,52,,,,0,,,,,
3,,,,,1,,,,,
3,,,,,2,,,,,
3,,,,,3,,,,,
3,,,,,4,,,,,
3,,,,,6,,,,,
3,,,,,8,,,,,
3,,,,,9,,,,,
3,,,,,10,,,,,
3,,,,,11,,,,,
3,,,,,12,,,,,
3,,,,,14,,,,,
5,53,,,,0,,,,,
2,,,,,1,,,,,
2,,,,,2,,,,,
2,,,,,3,,,,,
2,,,,,4,,,,,
2,,,,,6,,,,,
2,,,,,8,,,,,
2,,,,,9,,,,,
2,,,,,10,,,,,
2,,,,,11,,,,,
2,,,,,12,,,,,
2,,,,,14,,,,,
4,54,,,,0,,,,,
4,,,,,1,,,,,
4,,,,,2,,,,,
4,,,,,3,,,,,
4,,,,,4,,,,,
4,,,,,5,,,,,
4,,,,,6,,,,,
4,,,,,7,,,,,
4,,,,,8,,,,,
4,,,,,9,,,,,
4,,,,,10,,,,,
4,,,,,11,,,,,
a,,,,,12,,,,,
a,,,,,14,,,,,
0,브레이크 후 하이라이트,,,,,,,,,
4,55,,,,,,,,,
3,56,,,,,,,,,
2,57,,,,,,,,,
1,58,,0,,,,,,,
2,,,1,,,,,,,
a,,,,,8,,,,,
3,,,,,9,,,,,
3,,,,,10,,,,,
3,,,,,11,,,,,
a,,,,,12,,,,,
4,,,,,14,,,,,
3,59,,,,0,,,,,
a,,,,,2,,,,,
3,,,,,3,,,,,
3,,,,,4,,,,,
3,,,,,5,,,,,
3,,,,,6,,,,,
a,,,,,8,,,,,
3,,,,,9,,,,,
3,,,,,10,,,,,
3,,,,,11,,,,,
3,,,,,12,,,,,
3,,,,,14,,,,,
4,60,,,,0,,,,,
a,,,,,2,,,,,
4,,,,,3,,,,,
4,,,,,4,,,,,
4,,,,,5,,,,,
4,,,,,6,,,,,
a,,,,,8,,,,,
4,,,,,9,,,,,
4,,,,,10,,,,,
4,,,,,11,,,,,
4,,,,,12,,,,,
4,,,,,14,,,,,
4,61,,,,0,,,,,
9,,,,,2,,,,,
4,,,,,3,,,,,
4,,,,,4,,,,,
4,,,,,5,,,,,
4,,,,,6,,,,,
9,,,,,8,,,,,
4,,,,,9,,,,,
4,,,,,10,,,,,
4,,,,,11,,,,,
4,,,,,12,,,,,
4,,,,,14,,,,,
3,62,,,,0,,,,,
8,,,,,2,,,,,
3,,,,,3,,,,,
3,,,,,4,,,,,
3,,,,,5,,,,,
3,,,,,6,,,,,
8,,,,,8,,,,,
3,,,,,9,,,,,
3,,,,,10,,,,,
3,,,,,11,,,,,
8,,,,,12,,,,,
3,63,,,,0,,,,,
6,,,,,2,,,,,
3,,,,,3,,,,,
3,,,,,4,,,,,
3,,,,,5,,,,,
3,,,,,6,,,,,
6,,,,,8,,,,,
3,,,,,9,,,,,
3,,,,,10,,,,,
3,,,,,11,,,,,
3,,,,,12,,,,,
3,,,,,14,,,,,
2,64,,,,0,,,,,
8,,,,,2,,,,,
2,,,,,3,,,,,
2,,,,,4,,,,,
2,,,,,5,,,,,
2,,,,,6,,,,,
8,,,,,8,,,,,
2,,,,,9,,,,,
2,,,,,10,,,,,
2,,,,,11,,,,,
2,,,,,12,,,,,
2,,,,,14,,,,,
3,65,,,,0,,,,,
a,,,,,2,,,,,
3,,,,,3,,,,,
3,,,,,4,,,,,
3,,,,,5,,,,,
3,,,,,6,,,,,
a,,,,,8,,,,,
3,,,,,9,,,,,
3,,,,,10,,,,,
3,,,,,11,,,,,
3,,,,,12,,,,,
3,,,,,14,,,,,
4,66,,,,0,,,,,
a,,,,,2,,,,,
4,,,,,3,,,,,
4,,,,,4,,,,,
4,,,,,5,,,,,
4,,,,,6,,,,,
4,,,,,7,,,,,
4,,,,,8,,,,,
4,,,,,9,,,,,
4,,,,,10,,,,,
4,,,,,11,,,,,
a,,,,,13,,,,,
4,,,,,14,,,,,
4,,,,,15,,,,,
a,67,,,,0,,,,,
a,,,,,2,,,,,
4,,,,,3,,,,,
e,,,,,4,,,,,
4,,,,,5,,,,,
a,,,,,6,,,,,
4,,,,,7,,,,,
e,,,,,8,,,,,
4,,,,,9,,,,,
a,,,,,10,,,,,
4,,,,,11,,,,,
e,,,,,12,,,,,
4,,,,,13,,,,,
a,,,,,14,,,,,
4,,,,,15,,,,,
e,68,,,,0,,,,,
3,,,,,1,,,,,
a,,,,,2,,,,,
3,,,,,3,,,,,
e,,,,,4,,,,,
3,,,,,5,,,,,
a,,,,,6,,,,,
3,,,,,7,,,,,
e,,,,,8,,,,,
3,,,,,9,,,,,
a,,,,,10,,,,,
3,,,,,11,,,,,
e,,,,,12,,,,,
3,,,,,13,,,,,
a,,,,,14,,,,,
3,,,,,15,,,,,
e,69,,,,0,,,,,
4,,,,,1,,,,,
a,,,,,2,,,,,
4,,,,,3,,,,,
e,,,,,4,,,,,
4,,,,,5,,,,,
a,,,,,6,,,,,
4,,,,,7,,,,,
e,,,,,8,,,,,
4,,,,,9,,,,,
a,,,,,10,,,,,
4,,,,,11,,,,,
e,,,,,12,,,,,
4,,,,,13,,,,,
a,,,,,14,,,,,
4,,,,,15,,,,,
e,70,,,,0,,,,,
3,,,,,1,,,,,
a,,,,,2,,,,,
3,,,,,3,,,,,
e,,,,,4,,,,,
3,,,,,5,,,,,
a,,,,,6,,,,,
3,,,,,7,,,,,
e,,,,,8,,,,,
3,,,,,9,,,,,
a,,,,,10,,,,,
3,,,,,11,,,,,
e,,,,,12,,,,,
3,,,,,13,,,,,
a,,,,,14,,,,,
3,,,,,15,,,,,
e,71,,,,0,,,,,
a,,,,,2,,,,,
4,,,,,3,,,,,
4,,,,,4,,,,,
4,,,,,5,,,,,
4,,,,,6,,,,,
a,,,,,8,,,,,
4,,,,,9,,,,,
4,,,,,10,,,,,
4,,,,,11,,,,,
4,,,,,12,,,,,
4,,,,,14,,,,,
a,72,,,,0,,,,,
8,,,,,2,,,,,
3,,,,,3,,,,,
3,,,,,4,,,,,
3,,,,,5,,,,,
3,,,,,6,,,,,
8,,,,,8,,,,,
3,,,,,9,,,,,
3,,,,,10,,,,,
3,,,,,11,,,,,
3,,,,,12,,,,,
3,,,,,14,,,,,
4,73,,,,0,,,,,
a,,,,,2,,,,,
a,,,,,3,,,,,
a,,,,,4,,,,,
a,,,,,5,,,,,
a,,,,,6,,,,,
a,,,,,8,,,,,
a,,,,,9,,,,,
a,,,,,10,,,,,
a,,,,,11,,,,,
a,,,,,12,,,,,
a,,,,,14,,,,,
9,74,,,,2,,,,,
9,,,,,3,,,,,
9,,,,,4,,,,,
9,,,,,5,,,,,
9,,,,,6,,,,,
2,,,,,7,,,,,
9,,,,,8,,,,,
9,,,,,9,,,,,
9,,,,,10,,,,,
9,,,,,11,,,,,
9,,,,,13,,,,,
9,,,,,14,,,,,
9,,,,,15,,,,,
e,75,,,,,,,,,
