noteType,bar,half,4th,8th,16th,32nd,3rd,6th,12th,24th
4,,,,5,,,,,,
4,,,,5,1,,,,,
3,,,,6,1,,,,,
4,,,,7,,,,,,
3,,,,7,1,,,,,
4,18,,,,,,,,,
2,,,,1,,,,,,
2,,,,1,1,,,,,
2,,,,2,1,,,,,
2,,,,3,,,,,,
4,,,,4,,,,,,
2,,,,5,,,,,,
2,,,,5,1,,,,,
2,,,,6,1,,,,,
2,,,,7,,,,,,
2,,,,7,1,,,,,
4,19,,,,,,,,,
3,,,,1,,,,,,
3,,,,1,1,,,,,
3,,,,2,1,,,,,
3,,,,3,,,,,,
4,,,,4,,,,,,
3,,,,5,,,,,,
3,,,,5,1,,,,,
3,,,,6,,,,,,
3,,,,6,1,,,,,
3,,,,7,,,,,,
3,,,,7,1,,,,,
2,20,,,,,,,,,
3,,,,1,,,,,,
4,,,,1,1,,,,,
4,,,,2,1,,,,,
3,,,,3,,,,,,
2,,,,4,,,,,,
3,,,,5,,,,,,
4,,,,5,1,,,,,
4,,,,6,1,,,,,
3,,,,7,,,,,,
3,,,,7,1,,,,,
4,21,,,,,,,,,
3,,,,1,,,,,,
2,,,,1,1,,,,,
2,,,,2,1,,,,,
3,,,,3,,,,,,
4,,,,4,,,,,,
3,,,,5,,,,,,
2,,,,5,1,,,,,
2,,,,6,1,,,,,
2,,,,7,,,,,,
3,,,,7,1,,,,,
2,22,,,,,,,,,
3,,,,1,,,,,,
4,,,,1,1,,,,,
4,,,,2,1,,,,,
3,,,,3,,,,,,
2,,,,4,,,,,,
3,,,,5,,,,,,
4,,,,5,1,,,,,
4,,,,6,1,,,,,
3,,,,7,,,,,,
3,,,,7,1,,,,,
4,23,,,,,,,,,
3,,,,1,,,,,,
2,,,,1,1,,,,,
2,,,,2,1,,,,,
3,,,,3,,,,,,
4,,,,4,,,,,,
4,,,,4,1,,,,,
4,,,,5,,,,,,
4,,,,5,1,,,,,
4,,,,6,,,,,,
2,24,,,,,,,,,
2,,1,,,,,,,,
3,25,,,,,,,,,
3,,,1,,,,,,,
4,,,2,,,,,,,
3,,,2,,3,,,,,
3,,,2,,6,,,,,
4,26,,,,,,,,,
4,,,,,,1,,,,
4,,,,,,2,,,,
3,27,,,,,,,,,
3,,1,,,,,,,,
4,28,,,,,,,,,
4,,,,,2,,,,,
3,,,,,3,,,,,
4,,,,,4,,,,,
4,,,,,6,,,,,
3,,,,,7,,,,,
4,,,,,8,,,,,
3,,,,,9,,,,,
4,,,,,10,,,,,
3,,,,,11,,,,,
4,,,,,12,,,,,
3,29,,,,0,,,,,
3,,,,,3,,,,,
3,,,,,6,,,,,
2,,,,,8,,,,,
2,,,,,10,,,,,
2,,,,,12,,,,,
2,,,,,14,,,,,
5,30,,,,,,,,,
2,31,,,,,,,,,
2,,,1,,,,,,,
2,,,2,,,,,,,
3,,,,,13,,,,,
3,,,,,15,,,,,
0,쉬는 타이밍,,,,,,,,,
2,32,,,,,,,,,
2,,,,1,,,,,,
2,,,,2,,,,,,
2,,,,3,,,,,,
2,,,,4,,,,,,
2,,,,5,,,,,,
2,,,,6,,,,,,
2,,,,7,,,,,,
2,33,,,,,,,,,
2,,,,1,,,,,,
2,,,,2,,,,,,
2,,,,3,,,,,,
2,,,,4,,,,,,
2,,,,5,,,,,,
2,,,,6,,,,,,
2,,,,7,,,,,,
2,34,,,,,,,,,
2,,,,1,,,,,,
2,,,,2,,,,,,
2,,,,3,,,,,,
2,,,,4,,,,,,
2,,,,5,,,,,,
2,,,,6,,,,,,
2,,,,7,,,,,,
2,35,,,,,,,,,
2,,,,1,,,,,,
2,,,,2,,,,,,
2,,,,3,,,,,,
2,,,,4,,,,,,
2,,,,5,,,,,,
2,,,,6,,,,,,
2,,,,7,,,,,,
9,36,,,,,,,,,
2,,,,1,,,,,,
2,,,,2,,,,,,
2,,,,3,,,,,,
2,,,,4,,,,,,
2,,,,5,,,,,,
2,,,,6,,,,,,
9,,,,7,,,,,,
9,37,,,,,,,,,
2,,,,1,,,,,,
2,,,,2,,,,,,
2,,,,3,,,,,,
2,,,,4,,,,,,
2,,,,5,,,,,,
2,,,,6,,,,,,
2,,,,7,,,,,,
4,,,,7,1,,,,,
9,38,,,,,,,,,
2,,,,1,,,,,,
2,,,,2,,,,,,
2,,,,3,,,,,,
9,,,,4,,,,,,
2,,,,5,,,,,,
2,,,,6,,,,,,
2,,,,7,,,,,,
b,39,,,,,,,,,
3,,,,4,,,,,,
3,,,,6,,,,,,
3,,,,7,,,,,,
0,빌드,,,,,,,,,
5,40,,,,,,,,,
3,,,,,4,,,,,
4,,,,,5,,,,,
3,,,,,6,,,,,
2,,,,,7,,,,,
3,,,,,8,,,,,
4,,,,,9,,,,,
3,,,,,10,,,,,
2,,,,,11,,,,,
3,,,,,12,,,,,
4,,,,,13,,,,,
3,,,,,14,,,,,
4,,,,,15,,,,,
5,41,,,,,,,,,
4,,,,,4,,,,,
3,,,,,5,,,,,
2,,,,,6,,,,,
3,,,,,7,,,,,
4,,,,,8,,,,,
3,,,,,9,,,,,
2,,,,,10,,,,,
3,,,,,11,,,,,
4,,,,,12,,,,,
3,,,,,13,,,,,
2,,,,,14,,,,,
3,,,,,15,,,,,
5,42,,,,,,,,,
2,,,,,4,,,,,
1,,,,,5,,,,,
2,,,,,6,,,,,
3,,,,,7,,,,,
2,,,,,8,,,,,
1,,,,,9,,,,,
2,,,,,10,,,,,
3,,,,,11,,,,,
2,,,,,12,,,,,
1,,,,,13,,,,,
2,,,,,14,,,,,
3,,,,,15,,,,,
5,43,,,,,,,,,
8,,,,,4,,,,,
a,,,,,5,,,,,
8,,,,,6,,,,,
a,,,,,7,,,,,
8,,,,,8,,,,,
a,,,,,9,,,,,
8,,,,,10,,,,,
a,,,,,11,,,,,
8,,,,,12,,,,,
a,,,,,13,,,,,
8,,,,,14,,,,,
a,,,,,15,,,,,
0,하이라이트,,,,,,,,,
5,44,,,,,,,,,
a,,,,,4,,,,,
3,,,,,6,,,,,
3,,,,,7,,,,,
3,,,,,9,,,,,
3,,,,,11,,,,,
3,,,,,12,,,,,
3,,,,,14,,,,,
a,45,,,,,,,,,
3,,,,,2,,,,,
3,,,,,3,,,,,
3,,,,,5,,,,,
3,,,,,6,,,,,
4,,,,,8,,,,,
3,,,,,10,,,,,
3,,,,,12,,,,,
3,,,,,14,,,,,
4,46,,,,,,,,,
3,,,,,2,,,,,
3,,,,,3,,,,,
3,,,,,5,,,,,
3,,,,,7,,,,,
4,,,,,8,,,,,
3,,,,,11,,,,,
3,,,,,14,,,,,
3,47,,,,,,,,,
4,,,,,2,,,,,
4,,,,,6,,,,,
4,,,,,10,,,,,
4,,,,,14,,,,,
4,48,,,,,,,,,
3,,,,,1,,,,,
4,,,,,2,,,,,
3,,,,,3,,,,,
2,,,,,5,,,,,
3,,,,,6,,,,,
2,,,,,7,,,,,
2,,,,,9,,,,,
2,,,,,11,,,,,
3,,,,,12,,,,,
3,,,,,14,,,,,
4,49,,,,,,,,,
3,,,,,1,,,,,
4,,,,,2,,,,,
3,,,,,3,,,,,
4,,,,,4,,,,,
3,,,,,5,,,,,
4,,,,,6,,,,,
4,,,,,8,,,,,
3,,,,,10,,,,,
4,,,,,12,,,,,
3,,,,,14,,,,,
4,50,,,,,,,,,
3,,,,,2,,,,,
3,,,,,3,,,,,
3,,,,,5,,,,,
3,,,,,7,,,,,
4,,,,,8,,,,,
3,,,,,9,,,,,
3,,,,,11,,,,,
3,,,,,13,,,,,
3,,,,,14,,,,,
3,51,,,,,,,,,
3,,,,,1,,,,,
8,,,,,2,,,,,
8,,,,,3,,,,,
a,,,,,6,,,,,
a,,,,,7,,,,,
8,,,,,10,,,,,
8,,,,,11,,,,,
a,,,,,14,,,,,
a,,,,,15,,,,,
3,52,,,,2,,,,,
2,,,,,3,,,,,
7,,,,,4,,,,,
1,,,2,,,,,,,
1,,,3,,,,,,,
1,53,,,,,,,,,
1,,,1,,,,,,,
1,,,2,,,,,,,
1,,,3,,,,,,,
1,54,,,,,,,,,
1,,,1,,,,,,,
1,,,2,,,,,,,
1,,,3,,,,,,,
1,55,,,,,,,,,
1,,,1,,,,,,,
1,,,2,,,,,,,
1,,,3,,,,,,,
