noteType,bar,half,4th,8th,16th,32nd,3rd,6th,12th,24th
4,42,,,,,,,,,
3,,,,,2,,,,,
3,,,,,3,,,,,
3,,,,,4,,,,,
4,,,,,6,,,,,
3,,,,,8,,,,,
4,,,,,10,,,,,
3,,,,,12,,,,,
4,,,,,14,,,,,
2,43,,,,,,,,,
3,,,,1,,,,,,
2,,,,2,,,,,,
3,,,,3,,,,,,
2,,,,4,,,,,,
3,,,,5,,,,,,
2,,,,6,,,,,,
2,,,,7,,,,,,
2,44,,,,,,,,,
f,45,,3,,,,,,,
0,폭타 시작,,,,,,,,,
a,46,,,,,,,,,
4,,,,,1,,,,,
4,,,,,2,,,,,
4,,,,,3,,,,,
a,,,,,4,,,,,
4,,,,,5,,,,,
4,,,,,6,,,,,
4,,,,,7,,,,,
a,,,,,8,,,,,
4,,,,,9,,,,,
4,,,,,10,,,,,
4,,,,,11,,,,,
a,,,,,12,,,,,
4,,,,,13,,,,,
4,,,,,14,,,,,
4,,,,,15,,,,,
a,47,,,,,,,,,
3,,,,,1,,,,,
3,,,,,2,,,,,
a,,,,,3,,,,,
3,,,,,4,,,,,
3,,,,,5,,,,,
a,,,,,6,,,,,
3,,,,,7,,,,,
a,,,,,8,,,,,
3,,,,,9,,,,,
3,,,,,10,,,,,
a,,,,,11,,,,,
3,,,,,12,,,,,
3,,,,,13,,,,,
a,,,,,14,,,,,
3,,,,,15,,,,,
a,48,,,,,,,,,
3,,,,,1,,,,,
a,,,,,2,,,,,
3,,,,,3,,,,,
3,,,,,4,,,,,
3,,,,,5,,,,,
a,,,,,6,,,,,
3,,,,,7,,,,,
3,,,,,8,,,,,
3,,,,,9,,,,,
a,,,,,10,,,,,
3,,,,,11,,,,,
3,,,,,12,,,,,
3,,,,,13,,,,,
a,,,,,14,,,,,
3,,,,,15,,,,,
a,49,,,,,,,,,
3,,,,,1,,,,,
3,,,,,2,,,,,
3,,,,,3,,,,,
a,,,,,4,,,,,
3,,,,,5,,,,,
3,,,,,6,,,,,
3,,,,,7,,,,,
a,,,,,8,,,,,
3,,,,,9,,,,,
3,,,,,10,,,,,
3,,,,,11,,,,,
a,,,,,12,,,,,
3,,,,,13,,,,,
3,,,,,14,,,,,
3,,,,,15,,,,,
a,50,,,,,,,,,
3,,,,,1,,,,,
2,,,,,2,,,,,
3,,,,,3,,,,,
a,,,,,4,,,,,
3,,,,,5,,,,,
2,,,,,6,,,,,
3,,,,,7,,,,,
a,,,,,8,,,,,
3,,,,,9,,,,,
2,,,,,10,,,,,
3,,,,,11,,,,,
a,,,,,12,,,,,
3,,,,,13,,,,,
2,,,,,14,,,,,
3,,,,,15,,,,,
8,51,,,,,,,,,
2,,,,,1,,,,,
3,,,,,2,,,,,
2,,,,,3,,,,,
8,,,,,4,,,,,
2,,,,,5,,,,,
3,,,,,6,,,,,
2,,,,,7,,,,,
8,,,,,8,,,,,
2,,,,,9,,,,,
3,,,,,10,,,,,
2,,,,,11,,,,,
8,,,,,12,,,,,
2,,,,,13,,,,,
3,,,,,14,,,,,
2,,,,,15,,,,,
5,52,,,,,,,,,
2,,,,,1,,,,,
2,,,,,2,,,,,
2,,,,,3,,,,,
8,,,,,4,,,,,
2,,,,,5,,,,,
2,,,,,6,,,,,
2,,,,,7,,,,,
5,,,,,8,,,,,
2,,,,,9,,,,,
2,,,,,10,,,,,
2,,,,,11,,,,,
8,,,,,12,,,,,
2,,,,,13,,,,,
2,,,,,14,,,,,
2,,,,,15,,,,,
5,53,,,,,,,,,
1,,,,,1,,,,,
1,,,,,2,,,,,
1,,,,,3,,,,,
5,,,,,4,,,,,
1,,,,,5,,,,,
1,,,,,6,,,,,
1,,,,,7,,,,,
5,,,,,8,,,,,
1,,,,,9,,,,,
1,,,,,10,,,,,
1,,,,,11,,,,,
5,,,,,12,,,,,
1,,,,,13,,,,,
1,,,,,14,,,,,
1,,,,,15,,,,,
a,54,,,,,,,,,
3,,,,,1,,,,,
2,,,,,2,,,,,
3,,,,,3,,,,,
a,,,,,4,,,,,
3,,,,,5,,,,,
2,,,,,6,,,,,
3,,,,,7,,,,,
a,,,,,8,,,,,
3,,,,,9,,,,,
2,,,,,10,,,,,
3,,,,,11,,,,,
a,,,,,12,,,,,
3,,,,,13,,,,,
2,,,,,14,,,,,
3,,,,,15,,,,,
a,55,,,,,,,,,
3,,,,,1,,,,,
2,,,,,2,,,,,
a,,,,,3,,,,,
3,,,,,4,,,,,
2,,,,,5,,,,,
a,,,,,6,,,,,
3,,,,,7,,,,,
a,,,,,8,,,,,
3,,,,,9,,,,,
2,,,,,10,,,,,
a,,,,,11,,,,,
3,,,,,12,,,,,
2,,,,,13,,,,,
a,,,,,14,,,,,
3,,,,,15,,,,,
8,56,,,,,,,,,
3,,,,,1,,,,,
4,,,,,2,,,,,
3,,,,,3,,,,,
8,,,,,4,,,,,
3,,,,,5,,,,,
4,,,,,6,,,,,
3,,,,,7,,,,,
8,,,,,8,,,,,
3,,,,,9,,,,,
4,,,,,10,,,,,
3,,,,,11,,,,,
8,,,,,12,,,,,
3,,,,,13,,,,,
4,,,,,14,,,,,
3,,,,,15,,,,,
5,57,,,,,,,,,
2,,,,,1,,,,,
3,,,,,2,,,,,
4,,,,,3,,,,,
5,,,,,4,,,,,
2,,,,,5,,,,,
3,,,,,6,,,,,
4,,,,,7,,,,,
5,,,,,8,,,,,
2,,,,,9,,,,,
3,,,,,10,,,,,
4,,,,,11,,,,,
5,,,,,12,,,,,
2,,,,,13,,,,,
3,,,,,14,,,,,
4,,,,,15,,,,,
a,58,,,,,,,,,
1,,,,,1,,,,,
3,,,,,2,,,,,
1,,,,,3,,,,,
a,,,,,4,,,,,
1,,,,,5,,,,,
3,,,,,6,,,,,
1,,,,,7,,,,,
a,,,,,8,,,,,
1,,,,,9,,,,,
3,,,,,10,,,,,
1,,,,,11,,,,,
a,,,,,12,,,,,
1,,,,,13,,,,,
3,,,,,14,,,,,
1,,,,,15,,,,,
a,59,,,,,,,,,
2,,,,,1,,,,,
4,,,,,2,,,,,
2,,,,,3,,,,,
a,,,,,4,,,,,
2,,,,,5,,,,,
4,,,,,6,,,,,
2,,,,,7,,,,,
a,,,,,8,,,,,
2,,,,,9,,,,,
4,,,,,10,,,,,
2,,,,,11,,,,,
a,,,,,12,,,,,
2,,,,,13,,,,,
4,,,,,14,,,,,
2,,,,,15,,,,,
5,60,,,,,,,,,
3,,,,,1,,,,,
1,,,,,2,,,,,
3,,,,,3,,,,,
5,,,,,4,,,,,
3,,,,,5,,,,,
1,,,,,6,,,,,
3,,,,,7,,,,,
5,,,,,8,,,,,
3,,,,,9,,,,,
1,,,,,10,,,,,
3,,,,,11,,,,,
5,,,,,12,,,,,
3,,,,,13,,,,,
1,,,,,14,,,,,
3,,,,,15,,,,,
5,61,,,,,,,,,
4,,,,,1,,,,,
5,,,,,2,,,,,
4,,,,,3,,,,,
2,,,,,4,,,,,
4,,,,,5,,,,,
5,,,,,6,,,,,
4,,,,,7,,,,,
2,,,,,8,,,,,
4,,,,,9,,,,,
5,,,,,10,,,,,
4,,,,,11,,,,,
2,,,,,12,,,,,
4,,,,,13,,,,,
5,,,,,14,,,,,
4,,,,,15,,,,,
0,2차 폭타,,,,,,,,,
1,62,,,,,,,,,
a,,,1,,,,,,,
a,,,2,,,,,,,
a,,,3,,,,,,,
4,,,3,1,,,,,,
a,63,,,,,,,,,
4,,,,,1,,,,,
4,,,,,2,,,,,
4,,,,,3,,,,,
a,,,,,4,,,,,
a,,,,,5,,,,,
a,,,,,6,,,,,
4,,,,,7,,,,,
a,,,,,8,,,,,
4,,,,,9,,,,,
4,,,,,10,,,,,
4,,,,,11,,,,,
a,,,,,12,,,,,
4,,,,,13,,,,,
a,,,,,14,,,,,
4,,,,,15,,,,,
a,64,,,,,,,,,
4,,,,,1,,,,,
4,,,,,2,,,,,
a,,,,,3,,,,,
4,,,,,4,,,,,
4,,,,,5,,,,,
a,,,,,6,,,,,
4,,,,,7,,,,,
a,,,,,8,,,,,
a,,,,,9,,,,,
a,,,,,10,,,,,
a,,,,,11,,,,,
a,,,,,12,,,,,
4,,,,,13,,,,,
a,,,,,14,,,,,
4,,,,,15,,,,,
a,65,,,,,,,,,
4,,,,,1,,,,,
a,,,,,2,,,,,
a,,,,,3,,,,,
a,,,,,4,,,,,
4,,,,,5,,,,,
a,,,,,6,,,,,
4,,,,,7,,,,,
a,,,,,8,,,,,
4,,,,,9,,,,,
a,,,,,10,,,,,
a,,,,,11,,,,,
a,,,,,12,,,,,
4,,,,,13,,,,,
a,,,,,14,,,,,
4,,,,,15,,,,,
a,66,,,,,,,,,
3,,,,,1,,,,,
a,,,,,2,,,,,
3,,,,,3,,,,,
a,,,,,4,,,,,
3,,,,,5,,,,,
a,,,,,6,,,,,
3,,,,,7,,,,,
a,,,,,8,,,,,
3,,,,,9,,,,,
a,,,,,10,,,,,
3,,,,,11,,,,,
a,,,,,12,,,,,
3,,,,,13,,,,,
a,,,,,14,,,,,
3,,,,,15,,,,,
a,67,,,,,,,,,
a,,,,,1,,,,,
a,,,,,2,,,,,
a,,,,,3,,,,,
a,,,,,4,,,,,
3,,,,,5,,,,,
3,,,,,6,,,,,
a,,,,,7,,,,,
a,,,,,8,,,,,
3,,,,,9,,,,,
a,,,,,10,,,,,
3,,,,,11,,,,,
a,,,,,12,,,,,
3,,,,,13,,,,,
a,,,,,14,,,,,
3,,,,,15,,,,,
a,68,,,,,,,,,
3,,,,,1,,,,,
3,,,,,2,,,,,
a,,,,,3,,,,,
3,,,,,4,,,,,
a,,,,,6,,,,,
3,,,,,7,,,,,
a,,,,,8,,,,,
3,,,,,9,,,,,
3,,,,,10,,,,,
a,,,,,11,,,,,
3,,,,,12,,,,,
3,,,,,13,,,,,
a,,,,,14,,,,,
3,,,,,15,,,,,
a,69,,,,,,,,,
3,,,,,1,,,,,
3,,,,,2,,,,,
a,,,,,3,,,,,
3,,,,,4,,,,,
3,,,,,5,,,,,
a,,,,,6,,,,,
3,,,,,7,,,,,
a,,,,,8,,,,,
3,,,,,9,,,,,
a,,,,,10,,,,,
3,,,,,11,,,,,
a,,,,,12,,,,,
3,,,,,13,,,,,
a,,,,,14,,,,,
3,,,,,15,,,,,
8,70,,,,,,,,,
2,,,,,1,,,,,
8,,,,,2,,,,,
2,,,,,3,,,,,
8,,,,,4,,,,,
2,,,,,5,,,,,
8,,,,,6,,,,,
8,,,,,7,,,,,
8,,,,,8,,,,,
2,,,,,9,,,,,
2,,,,,10,,,,,
8,,,,,11,,,,,
2,,,,,12,,,,,
2,,,,,13,,,,,
8,,,,,14,,,,,
2,,,,,15,,,,,
8,71,,,,,,,,,
2,,,,,1,,,,,
2,,,,,2,,,,,
2,,,,,3,,,,,
8,,,,,4,,,,,
2,,,,,5,,,,,
8,,,,,6,,,,,
8,,,,,7,,,,,
8,,,,,8,,,,,
2,,,,,9,,,,,
2,,,,,10,,,,,
8,,,,,11,,,,,
2,,,,,12,,,,,
2,,,,,13,,,,,
8,,,,,14,,,,,
2,,,,,15,,,,,
8,72,,,,,,,,,
8,,,,,1,,,,,
8,,,,,2,,,,,
2,,,,,3,,,,,
8,,,,,4,,,,,
2,,,,,5,,,,,
2,,,,,7,,,,,
8,,,,,8,,,,,
2,,,,,9,,,,,
8,,,,,10,,,,,
2,,,,,11,,,,,
8,,,,,12,,,,,
2,,,,,13,,,,,
8,,,,,14,,,,,
8,,,,,15,,,,,
8,73,,,,,,,,,
8,,,,,1,,,,,
8,,,,,2,,,,,
8,,,,,3,,,,,
8,,,,,4,,,,,
8,,,,,5,,,,,
8,,,,,6,,,,,
8,,,,,7,,,,,
8,,,,,8,,,,,
2,,,,,9,,,,,
2,,,,,10,,,,,
8,,,,,11,,,,,
2,,,,,12,,,,,
2,,,,,13,,,,,
8,,,,,14,,,,,
2,,,,,15,,,,,
8,74,,,,,,,,,
1,,,,,1,,,,,
8,,,,,2,,,,,
1,,,,,3,,,,,
8,,,,,4,,,,,
8,,,,,6,,,,,
8,,,,,7,,,,,
8,,,,,8,,,,,
1,,,,,9,,,,,
8,,,,,10,,,,,
1,,,,,11,,,,,
8,,,,,12,,,,,
1,,,,,13,,,,,
8,,,,,14,,,,,
1,,,,,15,,,,,
8,75,,,,,,,,,
8,,,,,1,,,,,
8,,,,,2,,,,,
8,,,,,3,,,,,
8,,,,,4,,,,,
8,,,,,5,,,,,
8,,,,,6,,,,,
8,,,,,7,,,,,
8,,,,,8,,,,,
1,,,,,9,,,,,
8,,,,,10,,,,,
1,,,,,11,,,,,
8,,,,,12,,,,,
1,,,,,13,,,,,
8,,,,,14,,,,,
1,,,,,15,,,,,
8,76,,,,,,,,,
1,,,,,1,,,,,
1,,,,,2,,,,,
8,,,,,4,,,,,
1,,,,,5,,,,,
8,,,,,6,,,,,
1,,,,,7,,,,,
1,,,,,8,,,,,
8,,,,,10,,,,,
1,,,,,11,,,,,
1,,,,,12,,,,,
1,,,,,13,,,,,
8,,,,,14,,,,,
1,,,,,15,,,,,
1,77,,,,,,,,,
1,,,,,1,,,,,
1,,,,,2,,,,,
1,,,,,3,,,,,
4,,,,1,,,,,,
3,,,1,,,,,,,
4,,,1,1,,,,,,
3,,,2,,,,,,,
0,끝,,,,,,,,,
4,78,,,,,,,,,
4,,,,,,,,,,1
4,,,,,,,,,,2
4,,,,,,,,,,3
4,,,,,,,,2,,
4,,,,,,,,3,,
4,,,,,,,,4,,
