noteType,bar,half,4th,8th,16th,32nd,3rd,6th,12th,24th
e,,,,4,,,,,,
4,,,,5,,,,,,
4,,,,6,,,,,,
4,,,,7,,,,,,
4,42,,,,0,,,,,
4,,,,,1,,,,,
4,,,,,2,,,,,
4,,,,,3,,,,,
4,,,,,4,,,,,
4,,,,,5,,,,,
4,,,,,6,,,,,
4,,,,,7,,,,,
e,,,,,8,,,,,
8,,,,6,,,,,,
8,,,,7,,,,,,
0,여기서부터 두 박 밀림,,,,,,,,,
f,43,,0,,,,,,,
a,,,1,,,,,,,
3,,,1,,,,,,1,
3,,,1,,,,,,2,
0,하이라이트,,,,,,,,,
a,43,1,0,,,,,,,
e,,1,1,,,,,,,
b,,1,2,,,,,,,
5,,1,3,,,,,,,
5,,1,3,1,,,,,,
5,44,1,0,,,,,,,
e,,1,1,,,,,,,
b,,1,2,,,,,,,
5,,1,3,,,,,,,
a,45,1,0,,,,,,,
e,,1,1,,,,,,,
b,,1,2,,,,,,,
5,,1,3,,,,,,,
8,,1,3,1,,,,,,
5,46,1,0,,,,,,,
8,,1,0,1,,,,,,
b,,1,1,,,,,,,
2,,1,2,,3,,,,,
5,,1,3,,,,,,,
e,,1,3,1,,,,,,
8,47,1,0,,,,,,,
e,,1,1,,,,,,,
b,,1,2,,,,,,,
8,,1,3,,,,,,,
3,,1,3,1,,,,,,
8,48,1,0,,,,,,,
b,,1,1,,,,,,,
e,,1,2,,,,,,,
8,,1,3,,,,,,,
3,,1,3,,1,,,,,
8,,1,3,,2,,,,,
3,,1,3,,3,,,,,
8,49,1,0,,,,,,,
e,,1,1,,,,,,,
b,,1,2,,,,,,,
8,,1,3,,,,,,,
a,,1,3,1,,,,,,
5,50,1,0,,,,,,,
8,,1,0,1,,,,,,
5,,1,1,,,,,,,
8,,1,1,1,,,,,,
5,,1,2,,,,,,,
3,,1,2,,3,,,,,
5,,1,3,,,,,,,
5,,1,3,1,,,,,,
b,51,1,0,,,,,,,
1,,1,0,,,,,,1,
1,,1,0,,,,,,2,
b,,1,1,,,,,,,
e,,1,2,,,,,,,
8,,1,3,,,,,,,
8,,1,3,1,,,,,,
5,52,1,0,,,,,,,
b,,1,1,,,,,,,
e,,1,2,,,,,,,
4,,1,2,,1,,,,,
a,,1,2,,2,,,,,
4,,1,2,,3,,,,,
a,,1,3,,,,,,,
5,,1,3,1,,,,,,
a,53,1,0,,,,,,,
e,,1,1,,,,,,,
4,,1,1,,2,,,,,
4,,1,1,,3,,,,,
e,,1,2,,,,,,,
4,,1,2,1,,,,,,
a,,1,3,,,,,,,
5,54,1,0,,,,,,,
5,,1,0,1,,,,,,
b,,1,1,,,,,,,
e,,1,2,,,,,,,
8,,1,3,,,,,,,
4,,1,3,1,,,,,,
4,,1,3,1,1,,,,,
4,55,1,,0,,,,,,
8,,1,,1,,,,,,
8,,1,,2,,,,,,
8,,1,,3,,,,,,
3,,1,,3,1,,,,,
8,,1,,4,,,,,,
2,,1,,5,,,,,,
8,,1,,6,,,,,,
8,,1,,7,,,,,,
3,56,1,,0,,,,,,
3,,1,,1,,,,,,
8,,1,,2,,,,,,
8,,1,,3,,,,,,
3,,1,,4,,,,,,
4,,1,,4,1,,,,,
3,,1,,5,,,,,,
8,,1,,6,,,,,,
8,,1,,7,,,,,,
4,57,1,,,0,,,,,
4,,1,,,1,,,,,
a,,1,,,2,,,,,
a,,1,,,3,,,,,
4,,1,,,4,,,,,
4,,1,,,5,,,,,
a,,1,,,6,,,,,
a,,1,,,7,,,,,
4,,1,,,8,,,,,
4,,1,,,9,,,,,
a,,1,,,10,,,,,
a,,1,,,11,,,,,
4,,1,,,12,,,,,
4,,1,,,13,,,,,
4,,1,,,14,,,,,
4,,1,,,15,,,,,
a,58,1,,,0,,,,,
a,,1,,,1,,,,,
a,,1,,,2,,,,,
a,,1,,,3,,,,,
a,,1,,,4,,,,,
a,,1,,,5,,,,,
a,,1,,,6,,,,,
a,,1,,,7,,,,,
a,,1,,,8,,,,,0
4,,1,,,8,,,,,1
4,,1,,,8,,,,,2
4,,1,,,8,,,,,3
4,,1,,,8,,,,,4
4,,1,,,8,,,,,5
a,,1,,,12,,,,,
a,,1,,,14,,,,,
0,끝,,,,,,,,,
e,59,1,,0,,,,,,
2,,1,,1,,,,,,
e,,1,,2,,,,,,
2,,1,,3,,,,,,
e,,1,,4,,,,,,
2,,1,,5,,,,,,
e,,1,,6,,,,,,
e,,1,,7,,,,,,
e,60,1,,0,,,,,,
2,,1,,1,,,,,,
e,,1,,2,,,,,,
2,,1,,3,,,,,,
e,,1,,4,,,,,,
2,,1,,5,,,,,,
e,,1,,6,,,,,,
2,,1,,7,,,,,,
e,61,1,,0,,,,,,
2,,1,,1,,,,,,
e,,1,,2,,,,,,
2,,1,,3,,,,,,
e,,1,,4,,,,,,
2,,1,,5,,,,,,
e,,1,,6,,,,,,
e,,1,,7,,,,,,
e,62,1,,0,,,,,,
e,,1,,1,,,,,,
e,,1,,2,,,,,,
4,,1,,5,1,,,,,
e,,1,,6,,,,,,
e,,1,,7,,,,,,
e,63,1,,0,,,,,,
4,,1,,1,,,,,,
e,,1,,2,,,,,,
4,,1,,3,,,,,,
e,,1,,4,,,,,,
4,,1,,5,,,,,,
e,,1,,6,,,,,,
e,,1,,7,,,,,,
e,64,1,,0,,,,,,
4,,1,,1,,,,,,
e,,1,,2,,,,,,
4,,1,,3,,,,,,
e,,1,,4,,,,,,
4,,1,,5,,,,,,
e,,1,,6,,,,,,
a,,1,,6,1,,,,,
e,,1,,7,,,,,,
a,,1,,7,1,,,,,
e,65,1,,0,,,,,,
4,,1,,1,,,,,,
e,,1,,2,,,,,,
4,,1,,3,,,,,,
e,,1,,4,,,,,,
4,,1,,5,,,,,,
e,,1,,6,,,,,,
e,,1,,7,,,,,,
e,66,1,,0,,,,,,
e,,1,,1,,,,,,
e,,1,,2,,,,,,
e,,1,,3,,,,,,
f,,1,,4,,,,,,
e,,1,,5,1,,,,,
8,,1,,6,,,,,,
5,,1,,7,,,,,,
1,67,1,,,,,,,,
