noteType,bar,half,4th,8th,16th,32nd,3rd,6th,12th,24th
4,42,,,,,,,,,
3,,,,,2,,,,,
3,,,,,3,,,,,
3,,,,,4,,,,,
4,,,,,6,,,,,
3,,,,,8,,,,,
4,,,,,10,,,,,
3,,,,,12,,,,,
4,,,,,14,,,,,
2,43,,,,,,,,,
3,,,,1,,,,,,
2,,,,2,,,,,,
3,,,,3,,,,,,
2,,,,4,,,,,,
3,,,,5,,,,,,
2,,,,6,,,,,,
2,,,,7,,,,,,
2,44,,,,,,,,,
e,45,,3,,,,,,,
0,폭타 시작,,,,,,,,,
4,46,,,,,,,,,
4,,,,,1,,,,,
4,,,,,2,,,,,
4,,,,,3,,,,,
4,,,,,4,,,,,
4,,,,,5,,,,,
4,,,,,6,,,,,
4,,,,,7,,,,,
4,,,,,8,,,,,
4,,,,,9,,,,,
4,,,,,10,,,,,
4,,,,,11,,,,,
4,,,,,12,,,,,
4,,,,,13,,,,,
4,,,,,14,,,,,
4,,,,,15,,,,,
4,47,,,,,,,,,
3,,,,,1,,,,,
4,,,,,2,,,,,
3,,,,,3,,,,,
4,,,,,4,,,,,
3,,,,,5,,,,,
4,,,,,6,,,,,
3,,,,,7,,,,,
4,,,,,8,,,,,
3,,,,,9,,,,,
4,,,,,10,,,,,
3,,,,,11,,,,,
4,,,,,12,,,,,
3,,,,,13,,,,,
4,,,,,14,,,,,
3,,,,,15,,,,,
4,48,,,,,,,,,
3,,,,,1,,,,,
3,,,,,2,,,,,
3,,,,,3,,,,,
4,,,,,4,,,,,
3,,,,,5,,,,,
3,,,,,6,,,,,
3,,,,,7,,,,,
4,,,,,8,,,,,
3,,,,,9,,,,,
3,,,,,10,,,,,
3,,,,,11,,,,,
4,,,,,12,,,,,
3,,,,,13,,,,,
3,,,,,14,,,,,
3,,,,,15,,,,,
4,49,,,,,,,,,
3,,,,,1,,,,,
2,,,,,2,,,,,
3,,,,,3,,,,,
4,,,,,4,,,,,
3,,,,,5,,,,,
2,,,,,6,,,,,
3,,,,,7,,,,,
4,,,,,8,,,,,
3,,,,,9,,,,,
2,,,,,10,,,,,
3,,,,,11,,,,,
4,,,,,12,,,,,
3,,,,,13,,,,,
2,,,,,14,,,,,
3,,,,,15,,,,,
3,50,,,,,,,,,
3,,,,,1,,,,,
2,,,,,2,,,,,
3,,,,,3,,,,,
3,,,,,4,,,,,
3,,,,,5,,,,,
2,,,,,6,,,,,
3,,,,,7,,,,,
3,,,,,8,,,,,
3,,,,,9,,,,,
2,,,,,10,,,,,
3,,,,,11,,,,,
3,,,,,12,,,,,
3,,,,,13,,,,,
2,,,,,14,,,,,
3,,,,,15,,,,,
3,51,,,,,,,,,
2,,,,,1,,,,,
2,,,,,2,,,,,
2,,,,,3,,,,,
3,,,,,4,,,,,
2,,,,,5,,,,,
2,,,,,6,,,,,
2,,,,,7,,,,,
3,,,,,8,,,,,
2,,,,,9,,,,,
2,,,,,10,,,,,
2,,,,,11,,,,,
3,,,,,12,,,,,
2,,,,,13,,,,,
2,,,,,14,,,,,
2,,,,,15,,,,,
3,52,,,,,,,,,
2,,,,,1,,,,,
4,,,,,2,,,,,
2,,,,,3,,,,,
3,,,,,4,,,,,
2,,,,,5,,,,,
4,,,,,6,,,,,
2,,,,,7,,,,,
3,,,,,8,,,,,
2,,,,,9,,,,,
4,,,,,10,,,,,
2,,,,,11,,,,,
3,,,,,12,,,,,
2,,,,,13,,,,,
4,,,,,14,,,,,
2,,,,,15,,,,,
3,53,,,,,,,,,
2,,,,,1,,,,,
1,,,,,2,,,,,
2,,,,,3,,,,,
3,,,,,4,,,,,
2,,,,,5,,,,,
1,,,,,6,,,,,
2,,,,,7,,,,,
3,,,,,8,,,,,
2,,,,,9,,,,,
1,,,,,10,,,,,
2,,,,,11,,,,,
3,,,,,12,,,,,
2,,,,,13,,,,,
1,,,,,14,,,,,
2,,,,,15,,,,,
2,54,,,,,,,,,
3,,,,,1,,,,,
3,,,,,2,,,,,
3,,,,,3,,,,,
4,,,,,4,,,,,
3,,,,,5,,,,,
3,,,,,6,,,,,
3,,,,,7,,,,,
2,,,,,8,,,,,
3,,,,,9,,,,,
3,,,,,10,,,,,
3,,,,,11,,,,,
4,,,,,12,,,,,
3,,,,,13,,,,,
3,,,,,14,,,,,
3,,,,,15,,,,,
2,55,,,,,,,,,
3,,,,,1,,,,,
4,,,,,2,,,,,
3,,,,,3,,,,,
2,,,,,4,,,,,
3,,,,,5,,,,,
4,,,,,6,,,,,
3,,,,,7,,,,,
2,,,,,8,,,,,
3,,,,,9,,,,,
4,,,,,10,,,,,
3,,,,,11,,,,,
2,,,,,12,,,,,
3,,,,,13,,,,,
4,,,,,14,,,,,
3,,,,,15,,,,,
2,56,,,,,,,,,
1,,,,,1,,,,,
2,,,,,2,,,,,
1,,,,,3,,,,,
2,,,,,4,,,,,
1,,,,,5,,,,,
2,,,,,6,,,,,
1,,,,,7,,,,,
2,,,,,8,,,,,
1,,,,,9,,,,,
2,,,,,10,,,,,
1,,,,,11,,,,,
2,,,,,12,,,,,
1,,,,,13,,,,,
2,,,,,14,,,,,
1,,,,,15,,,,,
1,57,,,,,,,,,
2,,,,,1,,,,,
3,,,,,2,,,,,
2,,,,,3,,,,,
1,,,,,4,,,,,
2,,,,,5,,,,,
3,,,,,6,,,,,
2,,,,,7,,,,,
1,,,,,8,,,,,
2,,,,,9,,,,,
3,,,,,10,,,,,
2,,,,,11,,,,,
1,,,,,12,,,,,
2,,,,,13,,,,,
3,,,,,14,,,,,
2,,,,,15,,,,,
1,58,,,,,,,,,
3,,,,,1,,,,,
4,,,,,2,,,,,
3,,,,,3,,,,,
1,,,,,4,,,,,
3,,,,,5,,,,,
4,,,,,6,,,,,
3,,,,,7,,,,,
1,,,,,8,,,,,
3,,,,,9,,,,,
4,,,,,10,,,,,
3,,,,,11,,,,,
1,,,,,12,,,,,
3,,,,,13,,,,,
4,,,,,14,,,,,
3,,,,,15,,,,,
2,59,,,,,,,,,
4,,,,,1,,,,,
4,,,,,2,,,,,
4,,,,,3,,,,,
2,,,,,4,,,,,
4,,,,,5,,,,,
4,,,,,6,,,,,
4,,,,,7,,,,,
2,,,,,8,,,,,
4,,,,,9,,,,,
4,,,,,10,,,,,
4,,,,,11,,,,,
2,,,,,12,,,,,
4,,,,,13,,,,,
4,,,,,14,,,,,
4,,,,,15,,,,,
3,60,,,,,,,,,
4,,,,,1,,,,,
2,,,,,2,,,,,
4,,,,,3,,,,,
3,,,,,4,,,,,
4,,,,,5,,,,,
2,,,,,6,,,,,
4,,,,,7,,,,,
3,,,,,8,,,,,
4,,,,,9,,,,,
2,,,,,10,,,,,
4,,,,,11,,,,,
3,,,,,12,,,,,
4,,,,,13,,,,,
2,,,,,14,,,,,
4,,,,,15,,,,,
4,61,,,,,,,,,
4,,,,,1,,,,,
4,,,,,2,,,,,
4,,,,,3,,,,,
4,,,,,4,,,,,
4,,,,,5,,,,,
4,,,,,6,,,,,
4,,,,,7,,,,,
4,,,,,8,,,,,
4,,,,,9,,,,,
4,,,,,10,,,,,
4,,,,,11,,,,,
4,,,,,12,,,,,
4,,,,,13,,,,,
4,,,,,14,,,,,
4,,,,,15,,,,,
0,2차 폭타,,,,,,,,,
a,62,,,,,,,,,
0,,,1,,,,,,,
4,,,2,,,,,,,
4,,,3,,,,,,,
0,,,3,1,,,,,,
4,63,,,,,,,,,
0,,,,,1,,,,,
0,,,,,2,,,,,
0,,,,,3,,,,,
3,,,,,4,,,,,
3,,,,,5,,,,,
3,,,,,6,,,,,
0,,,,,7,,,,,
3,,,,,8,,,,,
0,,,,,9,,,,,
0,,,,,10,,,,,
0,,,,,11,,,,,
4,,,,,12,,,,,
0,,,,,13,,,,,
4,,,,,14,,,,,
0,,,,,15,,,,,
4,64,,,,,,,,,
0,,,,,1,,,,,
0,,,,,2,,,,,
3,,,,,3,,,,,
0,,,,,4,,,,,
0,,,,,5,,,,,
3,,,,,6,,,,,
0,,,,,7,,,,,
4,,,,,8,,,,,
2,,,,,9,,,,,
4,,,,,10,,,,,
2,,,,,11,,,,,
4,,,,,12,,,,,
0,,,,,13,,,,,
4,,,,,14,,,,,
0,,,,,15,,,,,
4,65,,,,,,,,,
0,,,,,1,,,,,
3,,,,,2,,,,,
4,,,,,3,,,,,
3,,,,,4,,,,,
4,,,,,5,,,,,
3,,,,,6,,,,,
0,,,,,7,,,,,
3,,,,,8,,,,,
0,,,,,9,,,,,
3,,,,,10,,,,,
2,,,,,11,,,,,
3,,,,,12,,,,,
0,,,,,13,,,,,
3,,,,,14,,,,,
0,,,,,15,,,,,
2,66,,,,,,,,,
3,,,,,1,,,,,
2,,,,,2,,,,,
3,,,,,3,,,,,
2,,,,,4,,,,,
3,,,,,5,,,,,
2,,,,,6,,,,,
3,,,,,7,,,,,
4,,,,,8,,,,,
0,,,,,9,,,,,
3,,,,,10,,,,,
0,,,,,11,,,,,
4,,,,,12,,,,,
0,,,,,13,,,,,
3,,,,,14,,,,,
0,,,,,15,,,,,
4,67,,,,,,,,,
3,,,,,1,,,,,
2,,,,,2,,,,,
3,,,,,3,,,,,
4,,,,,4,,,,,
0,,,,,5,,,,,
0,,,,,6,,,,,
3,,,,,7,,,,,
4,,,,,8,,,,,
0,,,,,9,,,,,
3,,,,,10,,,,,
0,,,,,11,,,,,
4,,,,,12,,,,,
0,,,,,13,,,,,
3,,,,,14,,,,,
0,,,,,15,,,,,
4,68,,,,,,,,,
0,,,,,1,,,,,
3,,,,,2,,,,,
4,,,,,3,,,,,
0,,,,,4,,,,,
3,,,,,6,,,,,
0,,,,,7,,,,,
4,,,,,8,,,,,
0,,,,,9,,,,,
3,,,,,10,,,,,
4,,,,,11,,,,,
0,,,,,12,,,,,
0,,,,,13,,,,,
3,,,,,14,,,,,
0,,,,,15,,,,,
a,69,,,,,,,,,
0,,,,,1,,,,,
4,,,,,2,,,,,
a,,,,,3,,,,,
0,,,,,4,,,,,
0,,,,,5,,,,,
a,,,,,6,,,,,
0,,,,,7,,,,,
4,,,,,8,,,,,
0,,,,,9,,,,,
4,,,,,10,,,,,
0,,,,,11,,,,,
4,,,,,12,,,,,
0,,,,,13,,,,,
4,,,,,14,,,,,
0,,,,,15,,,,,
a,70,,,,,,,,,
0,,,,,1,,,,,
a,,,,,2,,,,,
0,,,,,3,,,,,
a,,,,,4,,,,,
0,,,,,5,,,,,
a,,,,,6,,,,,
4,,,,,7,,,,,
a,,,,,8,,,,,
3,,,,,9,,,,,
3,,,,,10,,,,,
a,,,,,11,,,,,
3,,,,,12,,,,,
3,,,,,13,,,,,
a,,,,,14,,,,,
0,,,,,15,,,,,
a,71,,,,,,,,,
0,,,,,1,,,,,
0,,,,,2,,,,,
0,,,,,3,,,,,
a,,,,,4,,,,,
0,,,,,5,,,,,
a,,,,,6,,,,,
3,,,,,7,,,,,
a,,,,,8,,,,,
0,,,,,9,,,,,
0,,,,,10,,,,,
a,,,,,11,,,,,
0,,,,,12,,,,,
0,,,,,13,,,,,
a,,,,,14,,,,,
0,,,,,15,,,,,
a,72,,,,,,,,,
4,,,,,1,,,,,
a,,,,,2,,,,,
0,,,,,3,,,,,
a,,,,,4,,,,,
0,,,,,5,,,,,
0,,,,,7,,,,,
a,,,,,8,,,,,
0,,,,,9,,,,,
a,,,,,10,,,,,
0,,,,,11,,,,,
a,,,,,12,,,,,
0,,,,,13,,,,,
a,,,,,14,,,,,
3,,,,,15,,,,,
a,73,,,,,,,,,
4,,,,,1,,,,,
a,,,,,2,,,,,
4,,,,,3,,,,,
a,,,,,4,,,,,
4,,,,,5,,,,,
a,,,,,6,,,,,
4,,,,,7,,,,,
a,,,,,8,,,,,
0,,,,,9,,,,,
0,,,,,10,,,,,
8,,,,,11,,,,,
0,,,,,12,,,,,
0,,,,,13,,,,,
a,,,,,14,,,,,
0,,,,,15,,,,,
8,74,,,,,,,,,
3,,,,,1,,,,,
8,,,,,2,,,,,
3,,,,,3,,,,,
8,,,,,4,,,,,
8,,,,,6,,,,,
3,,,,,7,,,,,
a,,,,,8,,,,,
0,,,,,9,,,,,
8,,,,,10,,,,,
0,,,,,11,,,,,
a,,,,,12,,,,,
0,,,,,13,,,,,
8,,,,,14,,,,,
0,,,,,15,,,,,
8,75,,,,,,,,,
3,,,,,1,,,,,
8,,,,,2,,,,,
3,,,,,3,,,,,
8,,,,,4,,,,,
3,,,,,5,,,,,
8,,,,,6,,,,,
3,,,,,7,,,,,
8,,,,,8,,,,,
4,,,,,9,,,,,
8,,,,,10,,,,,
4,,,,,11,,,,,
8,,,,,12,,,,,
4,,,,,13,,,,,
8,,,,,14,,,,,
4,,,,,15,,,,,
a,76,,,,,,,,,
4,,,,,1,,,,,
4,,,,,2,,,,,
a,,,,,4,,,,,
3,,,,,5,,,,,
a,,,,,6,,,,,
4,,,,,7,,,,,
4,,,,,8,,,,,
a,,,,,10,,,,,
3,,,,,11,,,,,
3,,,,,12,,,,,
3,,,,,13,,,,,
a,,,,,14,,,,,
0,,,,,15,,,,,
a,77,,,1,,,,,,
3,,,1,,,,,,,
3,,,1,1,,,,,,
a,,,2,,,,,,,
0,끝,,,,,,,,,
4,78,,,,,,,,,
4,,,,,,,,,,1
4,,,,,,,,,,2
4,,,,,,,,,,3
4,,,,,,,,2,,
4,,,,,,,,3,,
4,,,,,,,,4,,
