noteType,bar,half,4th,8th,16th,32nd,3rd,6th,12th,24th
3,,,2,,,,,,,
3,,,2,1,,,,,,
3,,,3,,,,,,,
3,,,3,1,,,,,,
0,,,,,,,,,,
1,31,,1,,,,,,,
1,,,2,,,,,,,
1,,,3,,,,,,,
1,32,,0,,,,,,,
1,,,1,,,,,,,
1,,,2,,,,,,,
1,,,3,,,,,,,
1,33,,0,,,,,,,
1,,,1,,,,,,,
1,,,2,,,,,,,
2,,,3,,,,,,,
2,34,,0,,,,,,,
3,,,1,,,,,,,
3,,,2,,,,,,,
4,,,3,,,,,,,
4,,,,7,,,,,,
0,저속구간,,,,,,,,,
4,35,0,,,,,,,,
5,,1,,,,,,,,
1,36,0,,,,,,,,
a,,1,,,,,,,,
1,37,0,,,,,,,,
3,,,,1,,,,,,
3,,,,3,,,,,,
1,,1,,,,,,,,
4,38,,,,,,,,,
a,,1,,,,,,,,
4,,,,5,,,,,,
4,,,,7,,,,,,
1,39,,,,,,,,,
5,,1,,,,,,,,
4,40,,,,,,,,,
a,,1,,,,,,,,
1,41,,,,,,,,,
3,,,1,,,,,,,
3,,,2,1,,,,,,
3,,,3,,,,,,,
3,,,3,1,,,,,,
2,42,,,,,,,,,
2,,1,,,,,,,,
0,,,,,,,,,,
a,43,0,,,,,,,,
b,,1,,,,,,,,
1,44,0,,,,,,,,
e,,1,,,,,,,,
1,45,0,,,,,,,,
3,,,,1,,,,,,
3,,,,3,,,,,,
1,,1,,,,,,,,
4,46,,,,,,,,,
e,,1,,,,,,,,
4,,,,5,,,,,,
1,47,,,,,,,,,
b,,1,,,,,,,,
4,48,,,,,,,,,
e,,1,,,,,,,,
1,49,,,,,,,,,
3,,,1,,,,,,,
3,,,2,1,,,,,,
3,,,3,1,,,,,,
1,50,,,,,,,,,
e,,1,,,,,,,,
1,51,,0,,,,,,,
1,,,1,,,,,,,
1,,,2,,,,,,,
1,,,3,,,,,,,
1,52,,,,,,,,,
2,,,1,,,,,,,
3,,,2,,,,,,,
4,,,3,,,,,,,
4,,,,7,,,,,,
0,하이라이트 1,,,,,,,,,
1,53,,,0,,,,,,
3,,,,1,,,,,,
3,,,,2,,,,,,
2,,,,3,,,,,,
4,,,,4,,,,,,
2,,,,5,,,,,,
3,,,,6,,,,,,
3,,,,7,,,,,,
3,54,,,1,,,,,,
3,,,,2,,,,,,
2,,,,3,,,,,,
4,,,,4,,,,,,
2,,,,5,,,,,,
3,,,,6,,,,,,
3,,,,7,,,,,,
1,55,,1,,,,,,,
1,,,2,,,,,,,
1,,,3,,,,,,,
a,56,,1,,,,,,,
a,,,2,,,,,,,
a,,,3,,,,,,,
1,57,,,0,,,,,,
2,,,,1,,,,,,
4,,,,2,,,,,,
2,,,,3,,,,,,
3,,,,4,,,,,,
2,,,,5,,,,,,
4,,,,6,,,,,,
2,,,,7,,,,,,
2,58,,,1,,,,,,
4,,,,2,,,,,,
2,,,,3,,,,,,
3,,,,4,,,,,,
2,,,,5,,,,,,
4,,,,6,,,,,,
2,,,,7,,,,,,
8,59,,1,,,,,,,
8,,,2,,,,,,,
8,,,3,,,,,,,
1,60,,1,,,,,,,
1,,,2,,,,,,,
1,,,3,,,,,,,
a,,,,7,,,,,,
0,하이라이트 2,,,,,,,,,
1,61,,0,,,,,,,
1,,,1,,,,,,,
3,,,,4,,,,,,
3,,,,5,,,,,,
3,,,,6,,,,,,
3,,,,7,,,,,,
1,62,,0,,,,,,,
1,,,1,,,,,,,
8,,,2,,,,,,,
1,,,3,,,,,,,
2,63,,,0,,,,,,
3,,,,1,,,,,,
2,,,,2,,,,,,
3,,,,3,,,,,,
2,,,,4,,,,,,
3,,,,5,,,,,,
2,,,,6,,,,,,
3,,,,7,,,,,,
1,64,,0,,,,,,,
5,,,1,,,,,,,
1,,,2,,,,,,,
5,,,3,,,,,,,
1,65,,,0,,,,,,
3,,,,1,,,,,,
3,,,,2,,,,,,
3,,,,3,,,,,,
3,,,,4,,,,,,
3,,,,5,,,,,,
3,,,,6,,,,,,
2,66,,,0,,,,,,
2,,,,1,,,,,,
2,,,,2,,,,,,
2,,,,3,,,,,,
2,,,,4,,,,,,
2,,,,5,,,,,,
1,67,,0,,,,,,,
4,,,,2,,,,,,
4,,,,3,,,,,,
4,,,,4,,,,,,
4,,,,5,,,,,,
4,,,,6,,,,,,
4,,,,7,,,,,,
3,68,,0,,,,,,,
3,,,1,,,,,,,
2,,,2,,,,,,,
2,,,,5,,,,,,
2,,,,6,,,,,,
2,69,,0,,,,,,,
2,,,,1,,,,,,
2,,,,2,,,,,,
2,,,2,,,,,,,
2,,,,5,,,,,,
2,,,,6,,,,,,
1,70,,0,,,,,,,
4,,,,,1,,,,,
4,,,,,3,,,,,
4,,,,,5,,,,,
4,,,,,7,,,,,
4,,,,,9,,,,,
4,,,,,11,,,,,
4,,,,,13,,,,,
4,,,,,15,,,,,
1,71,,0,,,,,,,
